expt_no	cell_line	inhibition_calc_method	first_agent	conc_first_agent	first_agent_inhibition	first_agent_stddev	second_agent	conc_second_agent	second_agent_inhibition	second_agent_stddev	combo_observed	combo_stddev	bliss	observed_bliss_diff
90	BxPC-3	28	Imatinib	0.08			0.1% DMSO				-15.77	10.5659		
92	Hs766T	28	XAV 939	0.08			0.1% DMSO				4.46	4.3708		
179	MiaPaCa-2	28	BI-D1870	0.02			0.1% DMSO				49.15	63.895		
96	PL45	28	AZD-4547	0.04			0.1% DMSO				-8.38	4.6928		
181	PL45	28	Dactinomycin	0.16			0.1% DMSO				81.59	0		
90	BxPC-3	28	Carfilzomib	2.5			0.1% DMSO				99.35	1.987		
98	Capan-1	28	Syk Inhibitor	0.3			0.1% DMSO				-4.64	9.6512		
179	PANC-1	28	Debio0932	100			0.1% DMSO				76.29	5.3403		
179	MiaPaCa-2	28	SB 218078	0.002			0.1% DMSO				-2.38	5.8072		
181	HPAF-II	28	GSK690693	0.16			0.1% DMSO				-5.97	0.2388		
183	Capan-1	28	Zibotentan	0.02			0.1% DMSO				-26.92	1.0768		
90	BxPC-3	28	Decitabine	0.005			0.1% DMSO				-7.42	0.9646		
179	PANC-1	28	Thioridazine	0.02			0.1% DMSO				-15.62	0.3124		
98	Capan-1	28	Erlotinib	0.0006			0.1% DMSO				-11.45	8.1295		
98	Capan-1	28	JNK inhibitor II	0.002			0.1% DMSO				-15.85	3.0115		
98	Capan-2	28	JNK inhibitor II	5			0.1% DMSO				28.39	3.1229		
183	Capan-1	28	Curcumin	0.002			0.1% DMSO				-8.08	5.3328		
90	BxPC-3	28	Rosiglitazone	0.001			0.1% DMSO				-9.91	3.1712		
90	BxPC-3	28	Gemcitabine	2.5			0.1% DMSO				4.76	2.9512		
90	BxPC-3	28	Piperlongumine	0.005			0.1% DMSO				-12.06	3.1356		
98	Capan-1	28	Gefitinib	10			0.1% DMSO				1.97	8.7862		
179	MiaPaCa-2	28	SB225002	10			0.1% DMSO				59.99	4.7992		
97	HPAF-II	28	Vemurafenib	0.0003			0.1% DMSO				-7.12	2.848		
179	PANC-1	28	Debio0932	1.56			0.1% DMSO				49.86	2.493		
90	BxPC-3	28	Lovastatin	2.5			0.1% DMSO				-4.44	8.88		
97	HPAF-II	28	Tozasertib	0.63			0.1% DMSO				0.93	3.2457		
97	HPAF-II	28	Gemcitabine	1.25			0.1% DMSO				7.83	1.8792		
92	AsPC-1	28	PNU 74654	2.5			0.1% DMSO				9.93	7.5468		
181	HPAF-II	28	MLN-4924	10			0.1% DMSO				58.11	6.3921		
96	PL45	28	R428	0.63			0.1% DMSO				-14.05	3.372		
98	Capan-2	28	Gemcitabine	0.001			0.1% DMSO				-4.57	1.5995		
181	PL45	28	Efavirenz	0.16			0.1% DMSO				-22.27	2.227		
179	PANC-1	28	KP372-1	0.002			0.1% DMSO				-19.25	20.2125		
98	Capan-1	28	BEZ-235	1			0.1% DMSO				44.74	7.6058		
98	Capan-1	28	Obatoclax	2.5			0.1% DMSO				42.45	5.5185		
90	BxPC-3	28	AR-A014418	0.08			0.1% DMSO				-3.07	1.5657		
96	PL45	28	Embelin	0.16			0.1% DMSO				-6.46	1.4858		
96	PL45	28	Pemetrexed	0.0006			0.1% DMSO				-12.43	7.3337		
98	Capan-1	28	Paclitaxel	0.002			0.1% DMSO				3.33	3.0636		
96	PL45	28	PNU 74654	2.5			0.1% DMSO				-6.02	3.8528		
98	Capan-2	28	PHA 665752	0.16			0.1% DMSO				-9.59	2.5893		
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	0.1% DMSO				21.01	3.9919		
96	PL45	28	PNU 74654	0.002			0.1% DMSO				-14.52	4.5012		
179	PANC-1	28	MLN-8237	0.16			0.1% DMSO				5.04	14.868		
98	Capan-1	28	Tozasertib	10			0.1% DMSO				33.86	13.8826		
98	Capan-2	28	Gefitinib	0.0003			0.1% DMSO				-6.88	2.408		
98	Capan-1	28	Vinorelbine	2.5			0.1% DMSO				49.25	4.925		
179	PANC-1	28	NH125	1.25			0.1% DMSO				33.02	5.9436		
92	Hs766T	28	ABT-888	10			0.1% DMSO				7.88	2.2852		
179	MiaPaCa-2	28	SN-38	10			0.1% DMSO				86.27	0.8627		
92	AsPC-1	28	Carfilzomib	0.04			0.1% DMSO				2.61	5.6115		
92	AsPC-1	28	CYT-387	0.63			0.1% DMSO				-1.86	4.4454		
96	PL45	28	Lovastatin	10			0.1% DMSO				14.23	1.8499		
98	Capan-1	28	Tipifarnib	0.0006			0.1% DMSO				-13.07	4.7052		
179	PANC-1	28	PF-431396	10			0.1% DMSO				41.27	6.1905		
179	PANC-1	28	Metformin	0.002			0.1% DMSO				-4.39	10.9311		
98	Capan-1	28	BEZ-235	0.0005			0.1% DMSO				-4.66	8.3414		
90	BxPC-3	28	Carboplatin	0.04			0.1% DMSO				-0.67	5.6816		
98	Capan-1	28	Mitomycin C	0.04			0.1% DMSO				16.17	11.9658		
181	HPAF-II	28	IMD 0354	0.002			0.1% DMSO				0.11	1.4377		
96	PL45	28	Ritonavir	0.0006			0.1% DMSO				-12.26	5.0266		
96	PL45	28	BI-2536	0.005			0.1% DMSO				10.45	3.6575		
98	Capan-1	28	XAV 939	0.002			0.1% DMSO				-10.7	7.062		
98	Capan-2	28	BI-2536	2.5			0.1% DMSO				26.18	7.5922		
179	PANC-1	28	Vandetanib	1.25			0.1% DMSO				-16.86	11.802		
98	Capan-1	28	17-DMAG	0.0003			0.1% DMSO				-21.14	8.0332		
179	PANC-1	28	BI-D1870	0.16			0.1% DMSO				-4.91	7.4632		
97	HPAF-II	28	PD173074	0.02			0.1% DMSO				-10.6	5.194		
96	PL45	28	BI-2536	1.25			0.1% DMSO				48.9	1.467		
92	AsPC-1	28	Enzastaurin	1.25			0.1% DMSO				-0.92	3.542		
183	Capan-1	28	GANT61	0.02			0.1% DMSO				-16.09	13.9983		
96	PL45	28	Paclitaxel	10			0.1% DMSO				62.16	3.108		
98	Capan-1	28	Rosiglitazone	0.08			0.1% DMSO				-12.6	4.536		
90	BxPC-3	28	JNK inhibitor II	0.0003			0.1% DMSO				-13.09	7.0686		
90	BxPC-3	28	Nutlin-3	0.02			0.1% DMSO				-8.47	4.5738		
98	Capan-1	28	AZD-8931	0.3			0.1% DMSO				11.82	1.773		
183	Capan-1	28	MS-275	0.16			0.1% DMSO				-28.59	6.2898		
181	PL45	28	I-BET	10			0.1% DMSO				21.26	6.5906		
98	Capan-1	28	Lapatinib	0.0006			0.1% DMSO				-4.51	5.7728		
181	PL45	28	WZ4002	1.25			0.1% DMSO				9.66	7.3416		
98	Capan-2	28	Triptolide	10			0.1% DMSO				69.09	3.4545		
92	Hs766T	28	Vorinostat	0.3			0.1% DMSO				-0.83	4.6148		
98	Capan-1	28	Embelin	0.3			0.1% DMSO				-7.82	1.564		
98	Capan-1	28	Sunitinib	0.0006			0.1% DMSO				-12.69	5.076		
90	BxPC-3	28	MK-2206	2.5			0.1% DMSO				12.26	17.6544		
90	BxPC-3	28	NVP-231	0.002			0.1% DMSO				-10.78	8.1928		
98	Capan-1	28	BMS-536924	0.0006			0.1% DMSO				22.24	12.4544		
90	BxPC-3	28	Nutlin-3	0.0006			0.1% DMSO				-2.96	1.0656		
97	HPAF-II	28	Piperlongumine	0.0003			0.1% DMSO				-5.36	2.412		
92	AsPC-1	28	Carboplatin	5			0.1% DMSO				10.59	48.2904		
98	Capan-2	28	NVP-231	0.63			0.1% DMSO				10.49	4.196		
98	Capan-1	28	Pemetrexed	0.16			0.1% DMSO				-3.44	3.784		
92	Hs766T	28	Gefitinib	0.0003			0.1% DMSO				-3.28	3.0832		
90	BxPC-3	28	Vemurafenib	0.04			0.1% DMSO				-8.8	5.984		
98	Capan-1	28	YM155	7.5			0.1% DMSO				99.4	0		
98	Capan-1	28	BMS-536924	10			0.1% DMSO				34.89	5.9313		
90	BxPC-3	28	Obatoclax	0.08			0.1% DMSO				-8.7	2.001		
98	Capan-1	28	MK-2206	0.0003			0.1% DMSO				-5.71	7.3088		
97	HPAF-II	28	Vemurafenib	2.5			0.1% DMSO				-11.63	4.0705		
96	PL45	28	Ritonavir	0.63			0.1% DMSO				-8.32	6.4896		
96	PL45	28	Imatinib	0.02			0.1% DMSO				-20.53	12.1127		
98	Capan-1	28	ABT-888	0.01			0.1% DMSO				-10.65	3.834		
98	Capan-1	28	AR-A014418	0.001			0.1% DMSO				-0.22	5.368		
92	AsPC-1	28	Homoharringtonine	0.005			0.1% DMSO				-12.85	5.911		
96	PL45	28	Hydroxychloroquine	0.0006			0.1% DMSO				-12.14	9.712		
90	BxPC-3	28	AZD-8931	0.04			0.1% DMSO				13.48	2.696		
181	PL45	28	SB225002	1.25			0.1% DMSO				17.57	5.0953		
251	MiaPaCa-2	41	Carfilzomib	0.01	47.21	13.6909	0.1% DMSO				47.21	13.6909		
96	PL45	28	Sorafenib	0.01			0.1% DMSO				-8.66	7.8806		
96	PL45	28	Tivantinib	0.0003			0.1% DMSO				-11.57	7.4048		
179	MiaPaCa-2	28	Thioridazine	10			0.1% DMSO				-0.37	6.3899		
92	Hs766T	28	BX 513	0.16			0.1% DMSO				12.35	1.976		
97	HPAF-II	28	Bosutinib	0.005			0.1% DMSO				-6.49	0.7139		
92	Hs766T	28	Obatoclax	0.002			0.1% DMSO				-8.71	3.3098		
92	AsPC-1	28	AR-A014418	5			0.1% DMSO				3.14	2.1038		
90	BxPC-3	28	JNK inhibitor II	0.16			0.1% DMSO				-5.77	1.0963		
98	Capan-2	28	Obatoclax	0.3			0.1% DMSO				28.65	3.438		
90	BxPC-3	28	AZD-7762	0.02			0.1% DMSO				-14.52	1.3068		
179	MiaPaCa-2	28	5-nonyloxytryptamine oxalate	1.25			0.1% DMSO				-5.7	0.798		
98	Capan-1	28	BI-2536	0.04			0.1% DMSO				31.49	5.0384		
98	Capan-1	28	AZD-8931	0.0006			0.1% DMSO				-9.44	3.8704		
90	BxPC-3	28	R428	0.3			0.1% DMSO				-11.69	9.0013		
98	Capan-1	28	Tivantinib	0.04			0.1% DMSO				-15.54	7.1484		
98	Capan-1	28	R428	0.3			0.1% DMSO				-10.39	10.0783		
98	Capan-1	28	Dovitinib	0.001			0.1% DMSO				12.96	5.4432		
181	PL45	28	WZ4002	10			0.1% DMSO				10.51	5.7805		
181	AsPC-1	28	GSK690693	0.002			0.1% DMSO				1.42	9.088		
179	MiaPaCa-2	28	Dasatinib	10			0.1% DMSO				4.16	5.7824		
98	Capan-1	28	R428	10			0.1% DMSO				-10.71	7.497		
183	Hs766T	28	ML 130	1.25			0.1% DMSO				-27.83	2.5047		
90	BxPC-3	28	BIBW-2992	0.63			0.1% DMSO				31.31	4.0703		
90	BxPC-3	28	MK-2206	0.001			0.1% DMSO				-15.41	21.2658		
181	PL45	28	PD-0332991	0.002			0.1% DMSO				12.01	3.9633		
96	PL45	28	PNU 74654	0.001			0.1% DMSO				-7.39	2.4387		
98	Capan-1	28	Dovitinib	0.0003			0.1% DMSO				14.32	6.7304		
98	Capan-1	28	Tipifarnib	10			0.1% DMSO				11.42	11.3058		
181	HPAF-II	28	5-fluorouracil	0.16			0.1% DMSO				1.87	11.6688		
181	HPAF-II	28	Alectinib	0.63			0.1% DMSO				5.32	7.0224		
181	PL45	28	Vandetanib	0.002			0.1% DMSO				0.73	9.0009		
96	PL45	28	NVP-LDE225	0.16			0.1% DMSO				-8.59	3.0924		
90	BxPC-3	28	Nutlin-3	0.16			0.1% DMSO				-2.35	2.9375		
179	PANC-1	28	Trifluorothymidine	10			0.1% DMSO				20.75	2.2825		
98	Capan-2	28	CIP 13-74	2.5			0.1% DMSO				45.78	0.4578		
98	Capan-1	28	Gemcitabine	0.04			0.1% DMSO				49.61	3.9688		
179	PANC-1	28	Bay-11-7082	0.02			0.1% DMSO				-45.2	17.176		
96	PL45	28	NVP-231	0.16			0.1% DMSO				1.65	1.0725		
183	Hs766T	28	Carfilzomib	10			0.1% DMSO				98.42	1.9684		
183	Capan-1	28	Dactinomycin	0.02			0.1% DMSO				82.19	6.5752		
92	Hs766T	28	Hydroxychloroquine	0.04			0.1% DMSO				-6.87	1.0305		
98	Capan-1	28	Nutlin-3	1.25			0.1% DMSO				0.51	4.947		
96	PL45	28	Syk Inhibitor	2.5			0.1% DMSO				-21.25	1.9125		
179	PANC-1	28	Digoxin	0.02			0.1% DMSO				27.57	1.6542		
92	Hs766T	28	PX 12	0.001			0.1% DMSO				-4.27	5.0386		
90	BxPC-3	28	CMPD-1	0.3			0.1% DMSO				-5.42	8.8888		
183	Hs766T	28	GANT61	0.16			0.1% DMSO				-28.57	9.1424		
179	PANC-1	28	Zibotentan	0.16			0.1% DMSO				-14.12	1.2708		
179	BxPC-3	28	PF3644022	1.25			0.1% DMSO				-15.63	0.7815		
179	BxPC-3	28	ES 936	0.001			0.1% DMSO				-38.87	2.3322		
179	BxPC-3	28	BI-D1870	1.25			0.1% DMSO				-7.5	0.075		
179	BxPC-3	28	SB225002	1.25			0.1% DMSO				-28.98	4.0572		
92	Hs766T	28	Vemurafenib	1.25			0.1% DMSO				-5.13	11.3886		
179	BxPC-3	28	HBX-41108	1.25			0.1% DMSO				3.43	8.3006		
98	Capan-2	28	CYT-387	1.25			0.1% DMSO				-5.82	6.2274		
97	HPAF-II	28	AR-A014418	0.63			0.1% DMSO				-4.1	0.574		
98	Capan-2	28	Lapatinib	0.3			0.1% DMSO				9.31	4.655		
92	AsPC-1	28	PD173074	5			0.1% DMSO				24.94	8.4796		
98	Capan-2	28	AZD-7762	0.002			0.1% DMSO				-3.73	1.7531		
98	Capan-2	28	PHA 665752	0.01			0.1% DMSO				-4.34	5.5552		
96	PL45	28	Obatoclax	0.3			0.1% DMSO				48.77	1.9508		
179	BxPC-3	28	GDC-0941	1.25			0.1% DMSO				41.36	2.4816		
179	BxPC-3	28	GDC-0941	10			0.1% DMSO				71.55	2.1465		
96	PL45	28	Pemetrexed	0.0003			0.1% DMSO				-9.17	13.6633		
179	MiaPaCa-2	28	STA-4783	0.002			0.1% DMSO				-9.3	7.254		
96	PL45	28	JNK inhibitor II	0.001			0.1% DMSO				-17.27	7.7715		
90	BxPC-3	28	BMS-754807	10			0.1% DMSO				18.15	20.8725		
90	BxPC-3	28	Simvastatin	1.25			0.1% DMSO				4.15	1.992		
96	PL45	28	NVP-231	0.0006			0.1% DMSO				2.57	7.2217		
179	MiaPaCa-2	28	Vismodegib	1.25			0.1% DMSO				39.75	67.1775		
96	PL45	28	Simvastatin	0.01			0.1% DMSO				-7.57	3.9364		
179	BxPC-3	28	Curcumin	0.16			0.1% DMSO				-27.27	8.181		
179	PANC-1	28	Erlotinib	0.16			0.1% DMSO				-9.93	4.7664		
179	BxPC-3	28	EHT-1864	10			0.1% DMSO				12.89	1.1601		
179	BxPC-3	28	Zibotentan	1.25			0.1% DMSO				-9.16	7.0532		
179	BxPC-3	28	Nutlin-3	10			0.1% DMSO				-9.87	3.8493		
183	Hs766T	28	NH125	0.02			0.1% DMSO				-28.74	3.4488		
183	Hs766T	28	ML 130	0.02			0.1% DMSO				-27.16	7.3332		
90	BxPC-3	28	Dovitinib	0.08			0.1% DMSO				1.19	5.4264		
90	BxPC-3	28	Bortezomib	0.02			0.1% DMSO				45.78	10.5294		
179	MiaPaCa-2	28	Efavirenz	10			0.1% DMSO				-13	5.85		
90	BxPC-3	28	AZD-4547	0.002			0.1% DMSO				-10.79	6.6898		
179	BxPC-3	28	Trifluoperazine	0.16			0.1% DMSO				-7.71	5.0115		
90	BxPC-3	28	PNU 74654	0.001			0.1% DMSO				-7.59	2.7324		
179	BxPC-3	28	MS-275	0.02			0.1% DMSO				-30.23	18.4403		
179	BxPC-3	28	Rapamycin	1.25			0.1% DMSO				29.38	1.7628		
179	BxPC-3	28	Topotecan	0.002			0.1% DMSO				-18.21	2.0031		
183	Hs766T	28	ML 130	0.002			0.1% DMSO				-24.96	9.7344		
179	BxPC-3	28	Thioridazine	0.002			0.1% DMSO				-12.08	4.832		
179	BxPC-3	28	WZ4002	0.02			0.1% DMSO				-12.48	0.624		
90	BxPC-3	28	XAV 939	0.08			0.1% DMSO				-3.78	0.8316		
179	BxPC-3	28	Rapamycin	0.002			0.1% DMSO				23.09	2.0781		
179	PANC-1	28	Rapamycin	0.02			0.1% DMSO				11.72	17.9316		
179	BxPC-3	28	GANT61	0.16			0.1% DMSO				-40.49	12.5519		
181	PL45	28	Curcumin	10			0.1% DMSO				-15.43	17.7445		
179	BxPC-3	28	MS-275	0.16			0.1% DMSO				-23.65	0.7095		
97	HPAF-II	28	Decitabine	10			0.1% DMSO				14.29	2.5722		
97	HPAF-II	28	PNU 74654	0.02			0.1% DMSO				-6.1	1.525		
92	AsPC-1	28	Gemcitabine	0.001			0.1% DMSO				-0.57	5.3922		
92	AsPC-1	28	JK 184	10			0.1% DMSO				63.1	1.893		
98	Capan-2	28	Cerulenin	0.02			0.1% DMSO				-2.84	4.2032		
90	BxPC-3	28	BIBW-2992	0.16			0.1% DMSO				25.91	3.3683		
181	PL45	28	EHT-1864	0.002			0.1% DMSO				-3.78	0.756		
90	BxPC-3	28	CIP 13-74	0.04			0.1% DMSO				-0.48	4.7472		
179	PANC-1	28	Nutlin-3	0.02			0.1% DMSO				-20.33	9.1485		
181	AsPC-1	28	NH125	0.002			0.1% DMSO				-2	14.6		
179	BxPC-3	28	Topotecan	0.16			0.1% DMSO				32.66	2.2862		
179	BxPC-3	28	MK-1775	0.16			0.1% DMSO				6.55	7.9255		
90	BxPC-3	28	Docetaxel	0.63			0.1% DMSO				57.89	2.3156		
181	PL45	28	IMD 0354	1.25			0.1% DMSO				51.46	9.2628		
179	BxPC-3	28	BI-D1870	10			0.1% DMSO				48.82	20.0162		
179	PANC-1	28	Lapatinib	0.16			0.1% DMSO				1.16	4.4312		
92	AsPC-1	28	R428	0.001			0.1% DMSO				-1.82	4.4226		
98	Capan-2	28	AR-A014418	0.0003			0.1% DMSO				-7.79	4.7519		
179	BxPC-3	28	MLN-8237	0.02			0.1% DMSO				-25.39	12.1872		
179	BxPC-3	28	PD-0332991	0.002			0.1% DMSO				-18.4	13.064		
92	AsPC-1	28	CMPD-1	0.005			0.1% DMSO				-33.1	12.578		
179	BxPC-3	28	MLN-8237	0.16			0.1% DMSO				-9.61	1.7298		
181	PL45	28	MS-275	0.002			0.1% DMSO				-22.94	5.0468		
181	HPAF-II	28	ML 130	0.002			0.1% DMSO				-14.87	9.3681		
98	Capan-2	28	NVP-TAE684	0.04			0.1% DMSO				3.56	5.8384		
98	Capan-2	28	Hydroxychloroquine	1.25			0.1% DMSO				36.77	5.8832		
181	AsPC-1	28	MLN-4924	0.002			0.1% DMSO				-4.12	7.7456		
96	PL45	28	BRD-7389	0.0006			0.1% DMSO				-10.47	4.9209		
179	PANC-1	28	Zibotentan	1.25			0.1% DMSO				-16.85	0.1685		
92	Hs766T	28	Imatinib	0.001			0.1% DMSO				-4.03	5.8838		
183	Hs766T	28	Alectinib	0.08			0.1% DMSO				-1.01	5.5146		
179	BxPC-3	28	Trifluorothymidine	1.25			0.1% DMSO				9.5	0.095		
96	PL45	28	Bortezomib	2.5			0.1% DMSO				98.04	0		
179	BxPC-3	28	Carboplatin	0.002			0.1% DMSO				-30.94	7.4256		
96	PL45	28	AR-A014418	0.63			0.1% DMSO				-13.48	4.4484		
96	PL45	28	Tipifarnib	0.08			0.1% DMSO				-7.65	6.12		
179	PANC-1	28	Atorvastatin	0.002			0.1% DMSO				-0.53	17.3787		
96	PL45	28	R428	2.5			0.1% DMSO				-7.85	3.14		
179	MiaPaCa-2	28	Dasatinib	1.25			0.1% DMSO				-5.92	8.88		
179	BxPC-3	28	I-BET	0.16			0.1% DMSO				-9.15	4.392		
92	Hs766T	28	Obatoclax	0.02			0.1% DMSO				-12.32	6.776		
96	PL45	28	PNU 74654	0.08			0.1% DMSO				-21.12	6.7584		
179	BxPC-3	28	Orlistat	10			0.1% DMSO				-8.88	7.548		
179	BxPC-3	28	Digoxin	0.02			0.1% DMSO				-39.7	1.985		
179	BxPC-3	28	Trifluorothymidine	0.002			0.1% DMSO				7.64	3.82		
179	MiaPaCa-2	28	Zibotentan	0.02			0.1% DMSO				-8.24	0.3296		
92	AsPC-1	28	AZD-4547	0.002			0.1% DMSO				0.66	7.6758		
92	AsPC-1	28	Lovastatin	0.04			0.1% DMSO				-4.15	6.7645		
90	BxPC-3	28	Bosutinib	0.63			0.1% DMSO				15.08	1.6588		
98	Capan-2	28	BRD-7389	0.0003			0.1% DMSO				-9.11	5.3749		
96	PL45	28	PHA 665752	0.01			0.1% DMSO				-18.86	4.715		
90	BxPC-3	28	PX 12	0.08			0.1% DMSO				-14.28	6.1404		
179	BxPC-3	28	Foretinib	1.25			0.1% DMSO				4.92	3.6408		
179	BxPC-3	28	GSK690693	1.25			0.1% DMSO				0.49	3.0331		
96	PL45	28	Dovitinib	2.5			0.1% DMSO				20.52	2.2572		
181	PL45	28	Atorvastatin	0.002			0.1% DMSO				-9.17	1.834		
96	PL45	28	CIP 13-74	1.25			0.1% DMSO				34.1	5.456		
179	MiaPaCa-2	28	5-fluorouracil	1.25			0.1% DMSO				-6.06	1.7574		
179	MiaPaCa-2	28	Rapamycin	1.25			0.1% DMSO				14.94	16.2846		
179	BxPC-3	28	SB 218078	0.16			0.1% DMSO				17.03	5.4496		
92	AsPC-1	28	CIP 13-74	0.001			0.1% DMSO				-0.3	1.629		
181	AsPC-1	28	BI-D1870	1.25			0.1% DMSO				0.72	6.6312		
179	BxPC-3	28	Efavirenz	0.002			0.1% DMSO				-37.3	1.492		
181	AsPC-1	28	I-BET	0.02			0.1% DMSO				-6.36	0.318		
181	AsPC-1	28	5-fluorouracil	10			0.1% DMSO				12.13	0.4852		
183	Hs766T	28	Trifluorothymidine	10			0.1% DMSO				-6.12	3.8556		
90	BxPC-3	28	Bortezomib	1.25			0.1% DMSO				97.39	0		
98	Capan-2	28	Hydroxychloroquine	0.005			0.1% DMSO				-4.89	0.6357		
90	BxPC-3	28	Curcumin	0.01			0.1% DMSO				-11.95	2.629		
181	AsPC-1	28	Debio1143	100			0.1% DMSO				16.28	9.768		
96	PL45	28	Triptolide	0.3			0.1% DMSO				80.84	0.8084		
179	BxPC-3	28	Debio0932	100			0.1% DMSO				99.78	0		
92	AsPC-1	28	BEZ-235	0.0002			0.1% DMSO				1.15	2.714		
181	HPAF-II	28	Triapine	10			0.1% DMSO				64.11	3.8466		
98	Capan-2	28	PX 12	0.3			0.1% DMSO				-5.91	1.7139		
90	BxPC-3	28	BEZ-235	0.00006			0.1% DMSO				-2.76	2.0424		
179	BxPC-3	28	MK-1775	10			0.1% DMSO				90.15	3.606		
98	Capan-2	28	BI-2536	0.001			0.1% DMSO				0.2	9.47		
90	BxPC-3	28	AR-A014418	0.63			0.1% DMSO				3.6	2.52		
179	MiaPaCa-2	28	GSK690693	0.002			0.1% DMSO				-10.98	1.4274		
90	BxPC-3	28	Tivantinib	0.0006			0.1% DMSO				-4.19	2.4721		
179	BxPC-3	28	Atorvastatin	10			0.1% DMSO				5.27	5.8497		
181	HPAF-II	28	2-deoxy-D-glucose	16			0.1% DMSO				-11.34	2.9484		
183	Capan-1	28	Atorvastatin	0.16			0.1% DMSO				-21.43	7.5005		
181	PL45	28	GSK690693	10			0.1% DMSO				50.18	39.1404		
96	PL45	28	XAV 939	0.3			0.1% DMSO				3.4	1.836		
96	PL45	28	Dovitinib	0.005			0.1% DMSO				13.3	8.113		
183	Hs766T	28	GGTI-298	0.002			0.1% DMSO				-15.16	9.5508		
98	Capan-2	28	Lovastatin	0.3			0.1% DMSO				8.44	2.1944		
183	Capan-1	28	5-fluorouracil	0.16			0.1% DMSO				-9.75	5.9475		
90	BxPC-3	28	Lapatinib	0.3			0.1% DMSO				-3.44	5.676		
179	BxPC-3	28	EHT-1864	0.002			0.1% DMSO				-10.42	7.1898		
90	BxPC-3	28	BI-2536	0.005			0.1% DMSO				-7.79	4.0508		
181	PL45	28	Trametinib	0.001			0.1% DMSO				6.17	3.3935		
179	PANC-1	28	Curcumin	0.002			0.1% DMSO				-4.42	7.0278		
179	BxPC-3	28	Gemcitabine	0.02			0.1% DMSO				-1.64	0.9512		
179	PANC-1	28	5-fluorouracil	1.25			0.1% DMSO				-5.73	9.4545		
97	HPAF-II	28	Simvastatin	0.02			0.1% DMSO				-6.01	1.5025		
97	HPAF-II	28	Bortezomib	10			0.1% DMSO				98.42	0		
96	PL45	28	JNK inhibitor II	0.002			0.1% DMSO				-10.15	8.0185		
90	BxPC-3	28	BEZ-235	0.001			0.1% DMSO				-8.27	8.8489		
92	AsPC-1	28	NVP-TAE684	0.01			0.1% DMSO				-6.58	3.0926		
98	Capan-2	28	CIP 13-74	0.63			0.1% DMSO				29.24	4.6784		
98	Capan-2	28	NVP-TAE684	10			0.1% DMSO				96.04	2.8812		
90	BxPC-3	28	Flavopiridol	0.002			0.1% DMSO				-8.86	1.9492		
179	BxPC-3	28	Bay-11-7082	0.16			0.1% DMSO				-10.75	9.89		
179	BxPC-3	28	Efavirenz	0.02			0.1% DMSO				-39.88	3.988		
96	PL45	28	Lapatinib	0.3			0.1% DMSO				-9.47	16.9513		
179	BxPC-3	28	Bay-11-7082	0.02			0.1% DMSO				-12.13	12.6152		
96	PL45	28	Erlotinib	0.005			0.1% DMSO				-14.21	14.4942		
90	BxPC-3	28	BMS-536924	5			0.1% DMSO				28.74	21.8424		
98	Capan-2	28	Erlotinib	10			0.1% DMSO				37.06	3.3354		
96	PL45	28	Temsirolimus	0.3			0.1% DMSO				26.56	4.7808		
179	BxPC-3	28	SN-38	0.16			0.1% DMSO				73.43	2.2029		
181	PL45	28	Rapamycin	10			0.1% DMSO				36.92	0		
90	BxPC-3	28	AZD-8931	0.005			0.1% DMSO				-16.49	5.9364		
96	PL45	28	JNK inhibitor II	10			0.1% DMSO				7.2	2.376		
96	PL45	28	PHA 665752	0.0006			0.1% DMSO				-14.4	8.352		
179	BxPC-3	28	Carfilzomib	0.16			0.1% DMSO				99.5	0		
179	BxPC-3	28	Rapamycin	0.16			0.1% DMSO				26.48	0.2648		
181	PL45	28	GDC-0941	0.002			0.1% DMSO				-20.35	9.9715		
97	HPAF-II	28	Gemcitabine	0.04			0.1% DMSO				1.93	2.8757		
98	Capan-2	28	XAV 939	1.25			0.1% DMSO				8.31	5.4015		
179	PANC-1	28	Vismodegib	1.25			0.1% DMSO				-13.9	15.151		
179	BxPC-3	28	PF-431396	0.002			0.1% DMSO				-15.71	0.3142		
179	BxPC-3	28	Dapagliflozin	10			0.1% DMSO				-22.28	3.7876		
179	BxPC-3	28	PF 429242	1.25			0.1% DMSO				8.84	0.0884		
183	Capan-1	28	ABT-263	0.02			0.1% DMSO				-11.87	6.2911		
179	BxPC-3	28	Vismodegib	0.02			0.1% DMSO				-27.91	16.1878		
183	Hs766T	28	EHT-1864	0.002			0.1% DMSO				-19.86	2.5818		
90	BxPC-3	28	CMPD-1	0.002			0.1% DMSO				-10.26	6.9768		
183	Hs766T	28	PD-0332991	0.02			0.1% DMSO				-10.79	6.5819		
92	AsPC-1	28	Crizotinib	0.005			0.1% DMSO				-10.49	2.7274		
181	HPAF-II	28	Efavirenz	10			0.1% DMSO				-16.41	0.9846		
183	Hs766T	28	Debio0932	100			0.1% DMSO				61.4	0.614		
98	Capan-2	28	BIBW-2992	0.0003			0.1% DMSO				-4.75	4.2275		
179	MiaPaCa-2	28	HBX-41108	0.002			0.1% DMSO				-6.8	1.088		
90	BxPC-3	28	Sunitinib	0.63			0.1% DMSO				2.25	4.095		
181	AsPC-1	28	PF 429242	0.002			0.1% DMSO				-9.46	11.7304		
183	Hs766T	28	MLN-4924	0.002			0.1% DMSO				-33.93	2.3751		
