expt_no	Cell_line	first_agent	conc_first_agent (uM)	first_agent_inhibition (%)	first_agent_stddev	second_agent	conc_second_agent (uM)	second_agent_inhibition (%)	second_agent_stddev	combo_observed Inhibition (%)	combo_stddev	bliss (%)	observed_bliss_diff
197	BT-20	Erlotinib	3	49.15	10.813	Oligomycin	100	61.32	0.6132	75.43	4.5258	80.33	-4.9
197	BT-20	Erlotinib	3	49.15	10.813	OSI-906	0.16	-9.7	6.887	39.29	3.5361	44.22	-4.93
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Trametinib	0.08	27.13	1.8991	14.59	8.1704	19.52	-4.93
197	BT-20	Everolimus	0.03	40.38	12.9216	BIBW-2992	10	92.83	1.8566	90.78	3.6312	95.73	-4.95
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Dasatinib	1.25	38.42	1.5368	27.03	4.0545	31.99	-4.96
197	BT-20	Crizotinib	1	16.75	16.9175	Carboplatin	0.16	-2.93	3.8676	9.33	11.6625	14.31	-4.98
197	BT-20	Everolimus	0.03	40.38	12.9216	5-fluorouracil	1.25	-2.45	0.049	33.93	0.3393	38.92	-4.99
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Imatinib	1.25	-7.01	11.4964	-23.19	16.9287	-18.18	-5.01
197	BT-20	Erlotinib	3	49.15	10.813	Bosutinib	10	81.12	9.7344	85.37	9.3907	90.4	-5.03
197	BT-20	XL-184	3	14.58	14.58	Verapamil	0.02	8.27	3.9696	16.59	11.613	21.64	-5.05
197	BT-20	Crizotinib	1	16.75	16.9175	Trifluoperazine	0.002	41.96	8.8116	46.63	8.3934	51.68	-5.05
197	BT-20	Everolimus	0.03	40.38	12.9216	Etoposide	1.25	25.81	8.2592	50.72	6.0864	55.77	-5.05
197	BT-20	Crizotinib	1	16.75	16.9175	NVP-231	10	62.94	5.6646	64.09	0.6409	69.15	-5.06
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	MK-1775	1.25	87.25	0.8725	80.86	3.2344	85.92	-5.06
197	BT-20	Erlotinib	3	49.15	10.813	Erlotinib	0.002	-23.45	3.752	32.17	10.6161	37.23	-5.06
197	BT-20	Erlotinib	3	49.15	10.813	MS-275	0.002	-26.1	18.27	30.82	5.2394	35.88	-5.06
197	BT-20	Crizotinib	1	16.75	16.9175	Dasatinib	0.16	24.04	5.5292	31.7	4.755	36.76	-5.06
197	BT-20	Crizotinib	1	16.75	16.9175	Erlotinib	0.002	-23.45	3.752	-7.84	5.5664	-2.77	-5.07
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	CMPD-1	0.002	-7.33		-23.61	12.7494	-18.54	-5.07
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	GSK690693	0.16	36.15	4.6995	24.39	13.6584	29.48	-5.09
197	BT-20	Everolimus	0.03	40.38	12.9216	Curcumin	10	55.56	0.5556	68.39	4.7873	73.5	-5.11
197	BT-20	Erlotinib	3	49.15	10.813	Efavirenz	1.25	-23.45	15.008	32.12	1.9272	37.23	-5.11
197	BT-20	Everolimus	0.03	40.38	12.9216	BX 513	0.16	-12.99	7.1445	27.52	6.88	32.64	-5.12
197	BT-20	Erlotinib	3	49.15	10.813	CYT-387	0.002	-6.51	1.6926	40.72	1.2216	45.84	-5.12
197	BT-20	Vismodegib	10	-1.76	1.4432	Carboplatin	10	6.59	6.5241	27.62	4.4192	32.74	-5.12
197	BT-20	Vismodegib	10	27.99	15.3945	Carboplatin	10	6.59	6.5241	27.62	4.4192	32.74	-5.12
197	BT-20	Everolimus	0.03	40.38	12.9216	Triapine	10	88.45	2.6535	87.99	1.7598	93.11	-5.12
197	BT-20	Crizotinib	1	16.75	16.9175	Dovitinib	10	32.35	1.294	38.55	6.939	43.68	-5.13
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Oligomycin	100	61.32	0.6132	52.15	5.7365	57.28	-5.13
197	BT-20	Everolimus	0.03	40.38	12.9216	JK 184	1.25	65.74	1.9722	74.43	7.443	79.57	-5.14
197	BT-20	Crizotinib	1	16.75	16.9175	Nelfinavir	10	-9.08	7.8088	4.05	2.025	9.19	-5.14
197	BT-20	Erlotinib	3	49.15	10.813	UNC0638	1.25	14.37	3.1614	51.31	6.1572	56.46	-5.15
197	BT-20	Vismodegib	10	27.99	15.3945	5-nonyloxytryptamine oxalate	0.002	-16.63	6.3194	10.86	4.6698	16.01	-5.15
197	BT-20	Vismodegib	10	-1.76	1.4432	5-nonyloxytryptamine oxalate	0.002	-16.63	6.3194	10.86	4.6698	16.01	-5.15
197	BT-20	Vismodegib	10	-1.76	1.4432	Homoharringtonine	0.002	-2.73	1.1739	20.87	11.2698	26.02	-5.15
197	BT-20	Vismodegib	10	27.99	15.3945	Homoharringtonine	0.002	-2.73	1.1739	20.87	11.2698	26.02	-5.15
197	BT-20	Erlotinib	3	49.15	10.813	MLN-4924	0.02	-13.87	0.5548	36.92	8.4916	42.1	-5.18
197	BT-20	Everolimus	0.03	40.38	12.9216	Dapagliflozin	0.16	-15.14	8.9326	26.16	7.848	31.35	-5.19
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	GANT61	0.16	-24.46	21.5248	-42.64	12.3656	-37.45	-5.19
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Vandetanib	0.02	6.57	6.9642	-8.39	13.5918	-3.18	-5.21
197	BT-20	XL-184	3	14.58	14.58	5-nonyloxytryptamine oxalate	0.002	-16.63	6.3194	-4.85	25.0745	0.37	-5.22
197	BT-20	Crizotinib	1	16.75	16.9175	Dovitinib	0.16	-19.26	8.0892	-4.5	7.605	0.72	-5.22
197	BT-20	Everolimus	0.03	40.38	12.9216	PD173074	0.02	-7.82	4.7702	30.49	10.9764	35.72	-5.23
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Mitomycin C	1.25	81.49		74.33	5.2031	79.56	-5.23
197	BT-20	Everolimus	0.03	40.38	12.9216	Metformin	0.02	-5.9	2.242	31.62	9.486	36.86	-5.24
197	BT-20	Everolimus	0.03	40.38	12.9216	Vinorelbine	1.25	64.09	4.4863	73.34	5.1338	78.59	-5.25
197	BT-20	Vismodegib	10	-1.76	1.4432	GDC-0941	0.002	-8.8	3.52	16.4	6.724	21.65	-5.25
197	BT-20	Vismodegib	10	27.99	15.3945	GDC-0941	0.002	-8.8	3.52	16.4	6.724	21.65	-5.25
197	BT-20	Erlotinib	3	49.15	10.813	GDC-0941	0.02	-10.31	2.4744	38.66	1.933	43.91	-5.25
197	BT-20	XL-184	3	14.58	14.58	MK-1775	0.16	2.83	13.6689	11.75	15.98	17	-5.25
197	BT-20	XL-184	3	14.58	14.58	Trifluoperazine	1.25	26.65	3.4645	32.09	11.2315	37.34	-5.25
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Gemcitabine	0.02	4.13	15.0745	-11.14	18.8266	-5.88	-5.26
197	BT-20	Crizotinib	1	16.75	16.9175	NVP-TAE684	1.25	53.5	3.21	56.02	5.0418	61.29	-5.27
197	BT-20	Crizotinib	1	16.75	16.9175	Orlistat	0.16	-11.5	5.175	1.88	15.1716	7.18	-5.3
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Bosutinib	10	81.12	9.7344	73.85	10.339	79.15	-5.3
197	BT-20	XL-184	3	14.58	14.58	GSK690693	0.002	-6.91	11.6088	3.37	18.7372	8.68	-5.31
197	BT-20	Erlotinib	3	49.15	10.813	Erlotinib	0.02	-5.13	2.4111	41.21	9.0662	46.54	-5.33
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Ritonavir	10	-1.35	0.675	-17.29	22.9957	-11.93	-5.36
197	BT-20	Vismodegib	10	-1.76	1.4432	GDC-0941	0.02	-10.31	2.4744	15.21	3.042	20.57	-5.36
197	BT-20	Vismodegib	10	27.99	15.3945	GDC-0941	0.02	-10.31	2.4744	15.21	3.042	20.57	-5.36
197	BT-20	Crizotinib	1	16.75	16.9175	Foretinib	0.16	-14.56	14.2688	-0.76	10.0548	4.63	-5.39
197	BT-20	Crizotinib	1	16.75	16.9175	PF3644022	0.16	-3.18	10.1442	8.71	17.6813	14.1	-5.39
197	BT-20	Everolimus	0.03	40.38	12.9216	NH125	0.002	-27.83	11.6886	18.37	4.2251	23.79	-5.42
197	BT-20	Vismodegib	10	-1.76	1.4432	Imatinib	0.002	-6.2	5.704	18.1	0.181	23.53	-5.43
197	BT-20	Vismodegib	10	27.99	15.3945	Imatinib	0.002	-6.2	5.704	18.1	0.181	23.53	-5.43
197	BT-20	Erlotinib	3	49.15	10.813	Vismodegib	0.16	-10.04	9.8392	38.6	9.264	44.04	-5.44
197	BT-20	Erlotinib	3	49.15	10.813	Bosutinib	0.002	4.22	11.9004	45.86	1.8344	51.3	-5.44
197	BT-20	XL-184	3	14.58	14.58	UNC0638	0.16	-0.83	6.9637	8.42	18.3556	13.87	-5.45
197	BT-20	XL-184	3	14.58	14.58	Thioridazine	0.02	2.17	1.7794	10.94	14.8784	16.43	-5.49
197	BT-20	Crizotinib	1	16.75	16.9175	Sunitinib	1.25	-22.68	14.742	-7.63	8.8508	-2.13	-5.5
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	AZD-8931	0.002	-6.42	2.247	-23.04	1.3824	-17.53	-5.51
197	BT-20	XL-184	3	14.58	14.58	Metformin	10	-19.77	13.6413	-7.82	23.7728	-2.31	-5.51
197	BT-20	Vismodegib	10	-1.76	1.4432	Piperlongumine	10	68.55	0.6855	71.83	2.8732	77.35	-5.52
197	BT-20	Vismodegib	10	-1.76	1.4432	Dapagliflozin	0.02	-19.42	7.3796	8.49	0.5943	14.01	-5.52
197	BT-20	Vismodegib	10	27.99	15.3945	Dapagliflozin	0.02	-19.42	7.3796	8.49	0.5943	14.01	-5.52
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	ABT-263	0.16	10.09	5.6504	-4.82	16.4362	0.7	-5.52
197	BT-20	Vismodegib	10	27.99	15.3945	Piperlongumine	10	68.55	0.6855	71.83	2.8732	77.35	-5.52
197	BT-20	Crizotinib	1	16.75	16.9175	Vandetanib	0.02	6.57	6.9642	16.7	12.859	22.22	-5.52
197	BT-20	Everolimus	0.03	40.38	12.9216	PF 429242	1.25	-1.73	5.2419	33.82	6.4258	39.35	-5.53
197	BT-20	Everolimus	0.03	40.38	12.9216	AR-A014418	0.002	-10.73	5.365	28.45	1.4225	33.98	-5.53
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Cerulenin	0.16	-1.96	0.8624	-18.14	0.3628	-12.6	-5.54
197	BT-20	Erlotinib	3	49.15	10.813	Vismodegib	10	-1.76	1.4432	42.71	5.5523	48.26	-5.55
197	BT-20	Erlotinib	3	49.15	10.813	Vismodegib	10	27.99	15.3945	42.71	5.5523	48.26	-5.55
197	BT-20	Everolimus	0.03	40.38	12.9216	SN-38	0.002	56.55	6.2205	68.54	1.3708	74.1	-5.56
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Sunitinib	1.25	-22.68	14.742	-41.08	41.08	-35.49	-5.59
197	BT-20	XL-184	3	14.58	14.58	Nelfinavir	10	-9.08	7.8088	1.22	5.5632	6.82	-5.6
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Oxaliplatin	0.16	-13.93	8.7759	-31.42	43.988	-25.82	-5.6
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	PF-431396	0.002	-6.63	9.8787	-23.37	14.4894	-17.76	-5.61
197	BT-20	Everolimus	0.03	40.38	12.9216	Nelfinavir	0.002	-8.27	7.0295	29.83	8.0541	35.45	-5.62
197	BT-20	Erlotinib	3	49.15	10.813	Trametinib	5	33.49	10.7168	60.56	4.2392	66.18	-5.62
197	BT-20	Vismodegib	10	-1.76	1.4432	JK 184	1.25	65.74	1.9722	69.67	6.967	75.33	-5.66
197	BT-20	Vismodegib	10	27.99	15.3945	JK 184	1.25	65.74	1.9722	69.67	6.967	75.33	-5.66
197	BT-20	Everolimus	0.03	40.38	12.9216	Oxaliplatin	10	8.44	21.2688	39.75	0.3975	45.41	-5.66
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Lapatinib	0.02	-0.47	9.353	-16.63	0.3326	-10.96	-5.67
197	BT-20	Erlotinib	3	49.15	10.813	NH125	0.002	-27.83	11.6886	29.31	7.3275	35	-5.69
197	BT-20	Everolimus	0.03	40.38	12.9216	SB 218078	0.002	66.52	6.652	74.35	0.7435	80.04	-5.69
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Atorvastatin	10	76.82	12.2912	68.71	0	74.4	-5.69
197	BT-20	Erlotinib	3	49.15	10.813	MK-1775	0.002	-9.31	0.7448	38.72	8.1312	44.42	-5.7
197	BT-20	Vismodegib	10	-1.76	1.4432	MK-1775	0.002	-9.31	0.7448	15.57	2.8026	21.29	-5.72
197	BT-20	Vismodegib	10	27.99	15.3945	MK-1775	0.002	-9.31	0.7448	15.57	2.8026	21.29	-5.72
197	BT-20	Vismodegib	10	-1.76	1.4432	NH125	1.25	-11.9	14.042	13.69	6.4343	19.42	-5.73
197	BT-20	Vismodegib	10	27.99	15.3945	NH125	1.25	-11.9	14.042	13.69	6.4343	19.42	-5.73
197	BT-20	XL-184	3	14.58	14.58	ML 130	10	4.08	14.5656	12.34	6.9104	18.07	-5.73
197	BT-20	Vismodegib	10	-1.76	1.4432	Lapatinib	10	80.25	0.8025	80.05	2.4015	85.78	-5.73
197	BT-20	Vismodegib	10	27.99	15.3945	Lapatinib	10	80.25	0.8025	80.05	2.4015	85.78	-5.73
197	BT-20	Crizotinib	1	16.75	16.9175	BEZ-235	0.002	10.92	3.1668	20.1	8.442	25.84	-5.74
197	BT-20	Vismodegib	10	27.99	15.3945	Alectinib	0.01	23.72		39.32		45.07	-5.75
197	BT-20	Vismodegib	10	-1.76	1.4432	Alectinib	0.01	23.72		39.32		45.07	-5.75
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	BI-2536	0.01	65.06	12.3614	55.65	17.808	61.41	-5.76
197	BT-20	Everolimus	0.03	40.38	12.9216	PD-0332991	0.16	12.23	9.5394	41.91	6.2865	47.67	-5.76
197	BT-20	Crizotinib	1	16.75	16.9175	Erlotinib	10	72.34	5.0638	71.18	0.7118	76.97	-5.79
197	BT-20	XL-184	3	14.58	14.58	Oligomycin	100	61.32	0.6132	61.16	6.116	66.96	-5.8
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Obatoclax	0.02	-25.99	6.7574	-44.95	26.97	-39.14	-5.81
197	BT-20	Crizotinib	1	16.75	16.9175	BI-D1870	1.25	-2.19	17.2572	9.11	0.7288	14.93	-5.82
197	BT-20	Erlotinib	3	49.15	10.813	Cerulenin	1.25	-5.01	1.4028	40.76	0.8152	46.6	-5.84
197	BT-20	Crizotinib	1	16.75	16.9175	BEZ-235	1	70.4	7.04	69.51	2.0853	75.36	-5.85
197	BT-20	Vismodegib	10	-1.76	1.4432	Mitomycin C	0.02	3.85		24.9		30.76	-5.86
197	BT-20	Vismodegib	10	27.99	15.3945	Mitomycin C	0.02	3.85		24.9		30.76	-5.86
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	MLN-8237	0.16	53.2	1.064	42.44	8.9124	48.31	-5.87
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	MS-275	1.25	-8.06	20.0694	-25.22	8.827	-19.34	-5.88
197	BT-20	Vismodegib	10	27.99	15.3945	Orlistat	0.02	-6.57	15.768	17.37	4.6899	23.26	-5.89
197	BT-20	Vismodegib	10	-1.76	1.4432	Orlistat	0.02	-6.57	15.768	17.37	4.6899	23.26	-5.89
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Rosiglitazone	1.25	-9.99	6.993	-27.36	0.2736	-21.47	-5.89
197	BT-20	XL-184	3	14.58	14.58	NVP-231	0.002	-1.71	3.933	7.2	8.064	13.12	-5.92
197	BT-20	Everolimus	0.03	40.38	12.9216	GDC-0941	0.002	-8.8	3.52	29.21	0.5842	35.13	-5.92
197	BT-20	Everolimus	0.03	40.38	12.9216	Topotecan	10	93.78	0.9378	90.37	1.8074	96.29	-5.92
197	BT-20	Crizotinib	1	16.75	16.9175	Vandetanib	1.25	41.81	2.9267	45.64	15.974	51.56	-5.92
197	BT-20	Vismodegib	10	27.99	15.3945	PF-431396	0.002	-6.63	9.8787	17.29	8.1263	23.22	-5.93
197	BT-20	Vismodegib	10	-1.76	1.4432	PF-431396	0.002	-6.63	9.8787	17.29	8.1263	23.22	-5.93
197	BT-20	Vismodegib	10	-1.76	1.4432	AZD-7762	10	97.78	0.9778	92.47	1.8494	98.4	-5.93
197	BT-20	Vismodegib	10	27.99	15.3945	AZD-7762	10	97.78	0.9778	92.47	1.8494	98.4	-5.93
197	BT-20	Crizotinib	1	16.75	16.9175	PF 429242	0.02	-12.85	4.4975	0.11	12.8051	6.05	-5.94
197	BT-20	XL-184	3	14.58	14.58	Vismodegib	0.002	-17.83	17.4734	-6.6	9.9	-0.65	-5.95
197	BT-20	Vismodegib	10	-1.76	1.4432	AZD-7762	0.002	-1.92	3.8208	20.66	3.9254	26.61	-5.95
197	BT-20	Vismodegib	10	27.99	15.3945	AZD-7762	0.002	-1.92	3.8208	20.66	3.9254	26.61	-5.95
197	BT-20	Everolimus	0.03	40.38	12.9216	Tozasertib	10	55.46	1.6638	67.47	3.3735	73.45	-5.98
197	BT-20	XL-184	3	14.58	14.58	PF 429242	1.25	-1.73	5.2419	7.11	16.7796	13.1	-5.99
197	BT-20	Everolimus	0.03	40.38	12.9216	Carboplatin	1.25	-6.87	8.8623	30.28	5.7532	36.28	-6
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	I-BET	10	-6.27	9.6558	-23.37	16.359	-17.36	-6.01
197	BT-20	Erlotinib	3	49.15	10.813	Metformin	10	-19.77	13.6413	33.09	3.6399	39.1	-6.01
197	BT-20	Everolimus	0.03	40.38	12.9216	Tipifarnib	10	37.59	6.0144	56.76	6.2436	62.79	-6.03
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Dovitinib	0.002	-10.43	0.5215	-28	37.8	-21.96	-6.04
197	BT-20	Crizotinib	1	16.75	16.9175	Topotecan	1.25	89.89	1.7978	85.53	4.2765	91.58	-6.05
197	BT-20	Crizotinib	1	16.75	16.9175	PF 429242	10	12.66	4.8108	21.23	3.6091	27.29	-6.06
197	BT-20	Vismodegib	10	-1.76	1.4432	MK-1775	0.02	-5.49	10.7055	17.97	3.9534	24.04	-6.07
197	BT-20	Vismodegib	10	-1.76	1.4432	Efavirenz	1.25	-23.45	15.008	5.03	2.9174	11.1	-6.07
197	BT-20	Vismodegib	10	27.99	15.3945	Efavirenz	1.25	-23.45	15.008	5.03	2.9174	11.1	-6.07
197	BT-20	Everolimus	0.03	40.38	12.9216	Tozasertib	1.25	32.85	3.942	53.9	5.929	59.97	-6.07
197	BT-20	Vismodegib	10	27.99	15.3945	MK-1775	0.02	-5.49	10.7055	17.97	3.9534	24.04	-6.07
197	BT-20	Vismodegib	10	-1.76	1.4432	Flavopiridol	0.002	-1.48	9.1612	20.85	6.672	26.92	-6.07
197	BT-20	Vismodegib	10	27.99	15.3945	Flavopiridol	0.002	-1.48	9.1612	20.85	6.672	26.92	-6.07
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	AZD-4547	0.02	-3.86	9.457	-20.78	8.9354	-14.7	-6.08
197	BT-20	XL-184	3	14.58	14.58	Orlistat	10	12.09	1.9344	18.82	10.9156	24.91	-6.09
197	BT-20	Vismodegib	10	-1.76	1.4432	PX 12	0.16	34.4		46.66		52.76	-6.1
197	BT-20	Vismodegib	10	27.99	15.3945	PX 12	0.16	34.4		46.66		52.76	-6.1
197	BT-20	Vismodegib	10	-1.76	1.4432	Syk Inhibitor	1.25	-12.54	13.2924	12.84	5.9064	18.96	-6.12
197	BT-20	Vismodegib	10	27.99	15.3945	Syk Inhibitor	1.25	-12.54	13.2924	12.84	5.9064	18.96	-6.12
197	BT-20	Crizotinib	1	16.75	16.9175	MK-1775	0.002	-9.31	0.7448	2.86	0.3432	9	-6.14
197	BT-20	Everolimus	0.03	40.38	12.9216	Verapamil	0.16	-7.43	4.9038	29.81	2.981	35.95	-6.14
197	BT-20	Vismodegib	10	-1.76	1.4432	NVP-231	0.16	0.15	5.979	21.96	11.6388	28.1	-6.14
197	BT-20	Vismodegib	10	27.99	15.3945	NVP-231	0.16	0.15	5.979	21.96	11.6388	28.1	-6.14
197	BT-20	Vismodegib	10	27.99	15.3945	Dapagliflozin	0.002	-11.95	1.195	13.22	5.949	19.38	-6.16
197	BT-20	Vismodegib	10	-1.76	1.4432	Dapagliflozin	0.002	-11.95	1.195	13.22	5.949	19.38	-6.16
197	BT-20	Crizotinib	1	16.75	16.9175	Dactinomycin	0.02	96.02	1.9204	90.52	0	96.69	-6.17
197	BT-20	Everolimus	0.03	40.38	12.9216	Vismodegib	1.25	-15.22	8.371	25.14	0.2514	31.31	-6.17
197	BT-20	Everolimus	0.03	40.38	12.9216	Curcumin	1.25	36.14	10.842	55.75	2.7875	61.93	-6.18
197	BT-20	Erlotinib	3	49.15	10.813	Dapagliflozin	0.02	-19.42	7.3796	33.09	5.2944	39.27	-6.18
197	BT-20	Erlotinib	3	49.15	10.813	Nutlin-3	0.16	-9.29	8.6397	38.23	3.0584	44.43	-6.2
197	BT-20	Vismodegib	10	27.99	15.3945	Dasatinib	1.25	38.42	1.5368	49.46	9.3974	55.66	-6.2
197	BT-20	Vismodegib	10	-1.76	1.4432	Dasatinib	1.25	38.42	1.5368	49.46	9.3974	55.66	-6.2
197	BT-20	Vismodegib	10	-1.76	1.4432	Orlistat	0.002	-14.7	6.909	11.2	5.264	17.4	-6.2
197	BT-20	Vismodegib	10	27.99	15.3945	Orlistat	0.002	-14.7	6.909	11.2	5.264	17.4	-6.2
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	EHT-1864	10	2.03	10.8605	-14.41	3.8907	-8.2	-6.21
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Etoposide	10	92.56	0	85.55	5.133	91.78	-6.23
197	BT-20	Erlotinib	3	49.15	10.813	NVP-TAE684	1.25	53.5	3.21	70.11	8.4132	76.35	-6.24
197	BT-20	Crizotinib	1	16.75	16.9175	Lapatinib	10	80.25	0.8025	77.32	1.5464	83.56	-6.24
197	BT-20	Crizotinib	1	16.75	16.9175	2-deoxy-D-glucose	16	-20.85	1.251	-6.85	5.48	-0.61	-6.24
197	BT-20	Vismodegib	10	-1.76	1.4432	Foretinib	0.16	-14.56	14.2688	11.26	1.689	17.51	-6.25
197	BT-20	Vismodegib	10	27.99	15.3945	Foretinib	0.16	-14.56	14.2688	11.26	1.689	17.51	-6.25
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	BMS-754807	10	53.54	1.6062	42.43	5.5159	48.69	-6.26
197	BT-20	Everolimus	0.03	40.38	12.9216	NVP-231	10	62.94	5.6646	71.62	1.4324	77.9	-6.28
197	BT-20	Erlotinib	3	49.15	10.813	NVP-TAE684	0.16	-2.12	2.1412	41.79	12.9549	48.07	-6.28
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	KP372-1	0.16	91.32	1.8264	84.13	4.2065	90.41	-6.28
197	BT-20	Everolimus	0.03	40.38	12.9216	BI-D1870	0.002	1.25	3.3375	34.84	5.226	41.13	-6.29
197	BT-20	Vismodegib	10	27.99	15.3945	GANT61	0.002	-30.61	7.6525	-0.34	1.7612	5.95	-6.29
197	BT-20	Vismodegib	10	-1.76	1.4432	GANT61	0.002	-30.61	7.6525	-0.34	1.7612	5.95	-6.29
197	BT-20	Everolimus	0.03	40.38	12.9216	Bortezomib	0.002	-2.94	1.0878	32.33	1.9398	38.63	-6.3
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	CMPD-1	1.25	-2.96		-20.02	9.009	-13.71	-6.31
197	BT-20	Everolimus	0.03	40.38	12.9216	EHT-1864	0.002	-17.3	0.865	23.76	4.2768	30.07	-6.31
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Tivantinib	1.25	34.09	4.7726	20.9	14.839	27.21	-6.31
197	BT-20	XL-184	3	14.58	14.58	MK-2206	1.25	46	7.36	47.55	5.2305	53.87	-6.32
197	BT-20	XL-184	3	14.58	14.58	CYT-387	0.002	-6.51	1.6926	2.7	2.835	9.02	-6.32
197	BT-20	XL-184	3	14.58	14.58	5-fluorouracil	0.02	-19.82	12.6848	-8.68	14.6692	-2.35	-6.33
197	BT-20	Vismodegib	10	27.99	15.3945	PF-431396	10	89.49	0.8949	86.07	6.8856	92.43	-6.36
197	BT-20	Vismodegib	10	-1.76	1.4432	PF-431396	10	89.49	0.8949	86.07	6.8856	92.43	-6.36
197	BT-20	Erlotinib	3	49.15	10.813	Lapatinib	0.02	-0.47	9.353	42.52	0.4252	48.91	-6.39
197	BT-20	XL-184	3	14.58	14.58	I-BET	10	-6.27	9.6558	2.81	6.3787	9.22	-6.41
197	BT-20	Erlotinib	3	49.15	10.813	Piperlongumine	0.002	-2.27	0.5902	41.58	9.1476	48	-6.42
197	BT-20	Everolimus	0.03	40.38	12.9216	Embelin	0.002	-11.48	2.9848	27.11	6.5064	33.54	-6.43
197	BT-20	Crizotinib	1	16.75	16.9175	Efavirenz	0.002	-16.35	4.251	-3.32	31.3076	3.14	-6.46
197	BT-20	XL-184	3	14.58	14.58	Bortezomib	0.002	-2.94	1.0878	5.61	2.6928	12.07	-6.46
197	BT-20	Everolimus	0.03	40.38	12.9216	ABT-888	0.02	-0.18	16.416	33.79	3.379	40.27	-6.48
197	BT-20	Erlotinib	3	49.15	10.813	MLN-8237	0.02	-22.08	8.1696	31.44	7.2312	37.92	-6.48
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	Foretinib	10	93.5	0	86.34	4.317	92.82	-6.48
197	BT-20	Vismodegib	10	-1.76	1.4432	HBX-41108	0.002	-18.57	13.3704	8.13	7.317	14.62	-6.49
197	BT-20	Vismodegib	10	27.99	15.3945	HBX-41108	0.002	-18.57	13.3704	8.13	7.317	14.62	-6.49
197	BT-20	Erlotinib	3	49.15	10.813	Piperlongumine	0.16	-12.41	2.1097	36.32	16.7072	42.84	-6.52
197	BT-20	Everolimus	0.03	40.38	12.9216	PF3644022	0.16	-3.18	10.1442	31.96	7.3508	38.48	-6.52
197	BT-20	Erlotinib	3	49.15	10.813	BEZ-235	0.002	10.92	3.1668	48.18	11.0814	54.7	-6.52
197	BT-20	Paclitaxel	0.003	-10.44	15.3468	PD-0332991	0.002	2.77	11.7725	-13.91	11.6844	-7.38	-6.53
197	BT-20	Erlotinib	3	49.15	10.813	Flavopiridol	0.16	5.8	11.368	45.57	9.114	52.1	-6.53
197	BT-20	Everolimus	0.03	40.38	12.9216	Dactinomycin	0.02	96.02	1.9204	91.09	1.8218	97.63	-6.54
197	BT-20	Vismodegib	10	-1.76	1.4432	Vismodegib	10	-1.76	1.4432	20.15	5.239	26.72	-6.57
197	BT-20	Vismodegib	10	-1.76	1.4432	Vismodegib	10	27.99	15.3945	20.15	5.239	26.72	-6.57
197	BT-20	Vismodegib	10	27.99	15.3945	Vismodegib	10	-1.76	1.4432	20.15	5.239	26.72	-6.57
197	BT-20	Vismodegib	10	27.99	15.3945	Vismodegib	10	27.99	15.3945	20.15	5.239	26.72	-6.57
197	BT-20	Crizotinib	1	16.75	16.9175	Atorvastatin	1.25	11.39	2.3919	19.65	12.576	26.23	-6.58
197	BT-20	Erlotinib	3	49.15	10.813	Vemurafenib	0.16	1.61	0.6279	43.38	15.183	49.97	-6.59
197	BT-20	Erlotinib	3	49.15	10.813	MS-275	0.02	-10.43	14.9149	37.25	10.43	43.85	-6.6
197	BT-20	Erlotinib	3	49.15	10.813	Obatoclax	1.25	54.27	4.3416	70.15	9.1195	76.75	-6.6
