Cellline	Drug	Dose	Inhibition
COLO800	nilotinib	0.2	99.26671422
COLO800	nilotinib	1	89.34476412
COLO800	nilutamide	1	41.84749073
COLO800	nilutamide	5	104.8758457
COLO800	Pazopanib	0.4	88.4717824
COLO800	Pazopanib	2	121.7259007
COLO800	pioglitazone	2	81.2585505
COLO800	pioglitazone	10	102.5677146
COLO800	PLX4720	0.08	20.28993758
COLO800	PLX4720	0.4	101.9051005
COLO800	sorafenib	0.4	113.1331109
COLO800	sorafenib	2	100.5201325
COLO800	stibogluconate	2	74.89823757
COLO800	stibogluconate	10	98.91410901
COLO800	sunitinib	0.4	51.66523069
COLO800	sunitinib	2	35.97602125
COLO800	temozolomide	2	77.49036358
COLO800	temozolomide	10	136.9889174
COLO800	vincristine	1e-04	43.09623108
COLO800	vincristine	5e-04	84.10743879
COLO800	vismodegib/GDC0449	1	214.1005665
COLO800	vismodegib/GDC0449	5	70.7817262
COLO800	vorinostat/SAHA	0.08	167.710943
COLO800	vorinostat/SAHA	0.4	84.38012663
COLO800	AZD7762	0.02	94.43614132
COLO800	AZD7762	0.1	73.89948817
COLO800	CHIR265	0.08	130.0556671
COLO800	CHIR265	0.4	104.7446408
COLO800	IMD0354	0.016	46.54324329
COLO800	IMD0354	0.08	89.77083647
COLO800	Nutlin-3	0.1	191.2353589
COLO800	Nutlin-3	0.5	117.2635912
COLO800	OSU03012	1	77.70938681
COLO800	OSU03012	5	75.54653616
COLO800	PF04217903	1	107.1863626
COLO800	PF04217903	5	86.84604448
COLO800	PF562271	0.08	84.49097954
COLO800	PF562271	0.4	67.97551319
COLO800	SNS-032	0.01	26.61351732
COLO800	SNS-032	0.05	71.26022073
COLO800	SNS314	8e-04	52.92057681
COLO800	SNS314	0.004	37.05355039
COLO800	ABT263	0.4	186.8833554
COLO800	ABT263	2	22.15894663
COLO800	bivanib/BI2536	0.001	270.8219652
COLO800	bivanib/BI2536	0.005	38.97795787
COLO800	CX4945	0.4	236.2921248
COLO800	CX4945	2	82.84420351
COLO800	Darinaparsin	0.4	145.1610496
COLO800	Darinaparsin	2	58.46269528
COLO800	ENMD2076	0.04	42.86430814
COLO800	ENMD2076	0.2	40.63871825
COLO800	EX527	2	59.48727941
COLO800	EX527	10	65.53980385
COLO800	FK866	0.01	231.8777948
COLO800	FK866	0.05	42.4736106
COLO800	Indole-3-carbinol	0.8	73.75631629
COLO800	Indole-3-carbinol	4	83.12729212
COLO800	Lestaurtinib	0.004	67.36671502
COLO800	Lestaurtinib	0.02	79.38017656
COLO800	MK1775	0.02	116.2929375
COLO800	MK1775	0.1	64.52597919
COLO800	MK2206	0.4	168.1196831
COLO800	MK2206	2	66.52644387
COLO800	NVP-BEZ235	0.004	100.1861815
COLO800	NVP-BEZ235	0.02	55.00329413
COLO800	RKI983	0.4	93.90467833
COLO800	RKI983	2	73.56795141
COLO800	selumetinib/AZD6244	0.015	75.90645215
COLO800	selumetinib/AZD6244	0.075	102.1306972
COLO800	Tideglusib/TZDZ-8	0.4	156.3099638
COLO800	Tideglusib/TZDZ-8	2	56.82522008
COLO800	Tozasertib/VX680	0.006	115.1972994
COLO800	Tozasertib/VX680	0.03	34.14292449
COLO800	Veliparib/ABT888	1.4	209.4781136
COLO800	Veliparib/ABT888	7	48.47957801
COLO800	VX702	0.4	120.5846689
COLO800	VX702	2	111.3524077
COLO800	XL147	0.8	48.620672
COLO800	XL147	4	151.7725524
COLO800	YM155	4e-04	194.5686337
COLO800	YM155	0.002	26.83753257
COLO800	cediranib/AZD2171	0.4	144.3335232
COLO800	cediranib/AZD2171	2	62.25136834
COLO800	Dovitinib/CHIR-258	0.1	114.3212743
COLO800	Dovitinib/CHIR-258	0.5	81.33493665
COLO800	Enzastaurin	0.8	65.06730234
COLO800	Enzastaurin	4	52.14489743
COLO800	Midostaurin/PKC412	0.08	85.05924032
COLO800	Midostaurin/PKC412	0.4	48.45975286
COLO800	OSI906	0.4	162.6228068
COLO800	OSI906	2	42.70611238
COLO800	palbociclib/PD332991	0.04	143.5127422
COLO800	palbociclib/PD332991	0.2	35.08923921
COLO800	Perifosine	0.4	76.80247952
COLO800	Perifosine	2	64.33103487
COLO800	STA4783	0.006	68.36043871
COLO800	STA4783	0.03	26.08412805
COLO800	Tamatinib/R406	0.4	42.74895585
COLO800	Tamatinib/R406	2	53.78898043
COLO800	Tanespimycin/17-AAG	0.002	218.1822268
COLO800	Tanespimycin/17-AAG	0.01	155.5156962
COLO800	tipifarnib	0.01	74.61628231
COLO800	tipifarnib	0.05	58.78690786
COLO800	vatalanib/PTK787	2	85.73814883
COLO800	vatalanib/PTK787	10	61.54104947
COLO800	A769662	2	97.9252054
COLO800	A769662	10	69.32441057
COLO800	AS252424	1	209.1223012
COLO800	AS252424	5	98.05375741
COLO800	BI78D3	0.2	102.3924108
COLO800	BI78D3	1	68.3996899
COLO800	BID1870	0.2	78.4120441
COLO800	BID1870	1	68.49329646
COLO800	BMS536924	0.2	85.73219232
COLO800	BMS536924	1	37.52648717
COLO800	C75	1	76.40558063
COLO800	C75	5	119.8926522
COLO800	Dorsomorphin	0.4	53.64133322
COLO800	Dorsomorphin	2	90.94109578
COLO800	Embelin	1.2	69.38870399
COLO800	Embelin	6	61.39570276
COLO800	FH535	1	148.3359996
COLO800	FH535	5	79.47652091
COLO800	GSK0660	1	101.2120354
COLO800	GSK0660	5	60.2374171
COLO800	GSK650394	0.16	41.87604992
COLO800	GSK650394	0.8	69.30350906
COLO800	GW0742	2	28.46113479
COLO800	GW0742	10	76.27803085
COLO800	GW2580	1	246.9676016
COLO800	GW2580	5	169.0485892
COLO800	GW441756	0.4	47.22983013
COLO800	GW441756	2	98.75716662
COLO800	GW9662	2	177.6585046
COLO800	GW9662	10	76.93412136
COLO800	HIF-1i	2	128.1748932
COLO800	HIF-1i	10	83.44175876
COLO800	IPA3	0.8	153.7682027
COLO800	IPA3	4	93.07139524
COLO800	JNK5a	0.008	85.12535756
COLO800	JNK5a	0.04	67.72921783
COLO800	JZL184	1	31.90419405
COLO800	JZL184	5	121.779868
COLO800	KU0063794	0.02	117.4057915
COLO800	KU0063794	0.1	84.41900126
COLO800	KU55933	1	45.44507664
COLO800	KU55933	5	42.26671206
COLO800	L779450	0.2	69.88595114
COLO800	L779450	1	105.2681611
COLO800	LFM-A13	2	282.9694829
COLO800	LFM-A13	10	80.30560192
COLO800	LSN415169	1	150.2743543
COLO800	LSN415169	5	87.83973633
COLO800	NVP-TAE684	0.08	59.15311658
COLO800	NVP-TAE684	0.4	75.78309885
COLO800	PD173074	0.1	109.4665198
COLO800	PD173074	0.5	86.0406092
COLO800	PIM-1 4a	2	243.9393885
COLO800	PIM-1 4a	10	73.72584357
COLO800	QS11	1	179.0136921
COLO800	QS11	5	77.10743119
COLO800	SrcI1	2	114.735523
COLO800	SrcI1	10	112.7878667
COLO800	SU6656	0.4	68.67637135
COLO800	SU6656	2	51.12615962
COLO800	T0901317	1.4	78.44626848
COLO800	T0901317	7	73.43516621
COLO800	TCS401	1.666666667	45.52214384
COLO800	TCS401	8.333333333	114.5345772
COLO800	Tie2i	1	25.74913877
COLO800	Tie2i	5	117.220463
COLO800	U73122	0.4	35.24288957
COLO800	U73122	2	91.05961918
COLO800	vasastrol	0.4	49.84793012
COLO800	vasastrol	2	89.2235807
COLO800	Wnti	0.1	230.9663634
COLO800	Wnti	0.5	10.59046924
COLO800	XAV939	2	89.87994198
COLO800	XAV939	10	90.41211758
COLO800	ZM336372	2	101.8081141
COLO800	ZM336372	10	56.65233021
WM1745	Bexarotene	2	107.7117162
WM1745	Bexarotene	10	102.6447765
WM1745	Bortezomib	0.001	89.46749176
WM1745	Bortezomib	0.005	13.11771191
WM1745	cisplatin	1.6	89.19470084
WM1745	cisplatin	8	90.20049163
WM1745	CP690550	1	112.2327447
WM1745	CP690550	5	117.9423142
WM1745	Crizotinib/PF2341066	0.2	118.5813037
WM1745	Crizotinib/PF2341066	1	49.13488977
WM1745	dasatanib	0.004	73.49959739
WM1745	dasatanib	0.02	32.65697328
WM1745	decitabine	0.1	89.79495858
WM1745	decitabine	0.5	100.0444327
WM1745	Docetaxel	1e-04	55.83982693
WM1745	Docetaxel	5e-04	34.26565527
WM1745	erlotinib	0.8	97.19984088
WM1745	erlotinib	4	89.91784848
WM1745	etoposide	0.02	99.28613566
WM1745	etoposide	0.1	89.87734304
WM1745	everolimus	0.02	78.19416065
WM1745	everolimus	0.1	68.22551145
WM1745	fingolimod	2	89.70170637
WM1745	fingolimod	10	1.16378858
WM1745	fludarabine	0.2	93.40425291
WM1745	fludarabine	1	94.87845836
WM1745	gemcitabine	4e-04	64.33827381
WM1745	gemcitabine	0.002	35.78030802
WM1745	ruxolitinib	1	100.1111661
WM1745	ruxolitinib	5	74.86663864
WM1745	lapatinib	0.8	114.5029941
WM1745	lapatinib	4	101.1675357
WM1745	lenalidomide	1	86.59533821
WM1745	lenalidomide	5	73.95379181
WM1745	nilotinib	0.2	89.82237891
WM1745	nilotinib	1	97.1270628
WM1745	nilutamide	1	102.8543035
WM1745	nilutamide	5	146.9691715
WM1745	Pazopanib	0.4	91.4664467
WM1745	Pazopanib	2	79.98391703
WM1745	pioglitazone	2	110.3863834
WM1745	pioglitazone	10	41.63288414
WM1745	PLX4720	0.08	116.2113197
WM1745	PLX4720	0.4	108.8809491
WM1745	sorafenib	0.4	92.79133206
WM1745	sorafenib	2	97.13074602
WM1745	stibogluconate	2	102.2804165
WM1745	stibogluconate	10	83.94705675
WM1745	sunitinib	0.4	87.00608767
WM1745	sunitinib	2	38.50253483
WM1745	temozolomide	2	137.4895689
WM1745	temozolomide	10	103.9156386
WM1745	vincristine	1e-04	93.05562393
WM1745	vincristine	5e-04	99.21563277
WM1745	vismodegib/GDC0449	1	93.3204696
WM1745	vismodegib/GDC0449	5	91.58856983
WM1745	vorinostat/SAHA	0.08	109.7233499
WM1745	vorinostat/SAHA	0.4	97.48202474
WM1745	AZD7762	0.02	104.3504542
WM1745	AZD7762	0.1	75.95122784
WM1745	CHIR265	0.08	72.71319385
WM1745	CHIR265	0.4	45.38835194
WM1745	IMD0354	0.016	113.5769551
WM1745	IMD0354	0.08	121.3395785
WM1745	Nutlin-3	0.1	129.2674775
WM1745	Nutlin-3	0.5	123.4699615
WM1745	OSU03012	1	104.2216483
WM1745	OSU03012	5	85.87727765
WM1745	PF04217903	1	107.6689686
WM1745	PF04217903	5	122.8300563
WM1745	PF562271	0.08	78.63308065
WM1745	PF562271	0.4	58.95167116
WM1745	SNS-032	0.01	107.7298989
WM1745	SNS-032	0.05	56.36768432
WM1745	SNS314	8e-04	100.1602356
WM1745	SNS314	0.004	70.32980482
WM1745	ABT263	0.4	27.95915296
WM1745	ABT263	2	6.094106293
WM1745	bivanib/BI2536	0.001	116.9189135
WM1745	bivanib/BI2536	0.005	59.9771311
WM1745	CX4945	0.4	103.030018
WM1745	CX4945	2	90.50970888
WM1745	Darinaparsin	0.4	109.7268868
WM1745	Darinaparsin	2	97.21871893
WM1745	ENMD2076	0.04	101.5259667
WM1745	ENMD2076	0.2	63.36478542
WM1745	EX527	2	89.32513852
WM1745	EX527	10	88.07199184
WM1745	FK866	0.01	101.1881888
WM1745	FK866	0.05	112.8099321
WM1745	Indole-3-carbinol	0.8	110.8143789
WM1745	Indole-3-carbinol	4	111.1317702
WM1745	Lestaurtinib	0.004	88.45579045
WM1745	Lestaurtinib	0.02	61.67373552
WM1745	MK1775	0.02	82.28435988
WM1745	MK1775	0.1	53.62582515
WM1745	MK2206	0.4	85.52331301
WM1745	MK2206	2	61.26893799
WM1745	NVP-BEZ235	0.004	115.6835763
WM1745	NVP-BEZ235	0.02	79.59148555
WM1745	RKI983	0.4	103.9007403
WM1745	RKI983	2	60.4583594
WM1745	selumetinib/AZD6244	0.015	95.56103552
WM1745	selumetinib/AZD6244	0.075	79.74556064
WM1745	Tideglusib/TZDZ-8	0.4	103.5775774
WM1745	Tideglusib/TZDZ-8	2	85.9489446
WM1745	Tozasertib/VX680	0.006	89.90002938
WM1745	Tozasertib/VX680	0.03	55.57389093
WM1745	Veliparib/ABT888	1.4	89.77184425
WM1745	Veliparib/ABT888	7	104.006815
WM1745	VX702	0.4	84.83384881
WM1745	VX702	2	92.28301707
WM1745	XL147	0.8	105.666134
WM1745	XL147	4	79.0516202
WM1745	YM155	4e-04	86.59576868
WM1745	YM155	0.002	81.26732421
WM1745	cediranib/AZD2171	0.4	96.54100188
WM1745	cediranib/AZD2171	2	87.57977923
WM1745	Dovitinib/CHIR-258	0.1	88.99682926
WM1745	Dovitinib/CHIR-258	0.5	58.78529491
WM1745	Enzastaurin	0.8	96.07646451
WM1745	Enzastaurin	4	78.63165686
WM1745	Midostaurin/PKC412	0.08	83.97060042
WM1745	Midostaurin/PKC412	0.4	43.49493048
WM1745	OSI906	0.4	77.45197263
WM1745	OSI906	2	71.82764878
WM1745	palbociclib/PD332991	0.04	76.91252299
WM1745	palbociclib/PD332991	0.2	57.9184162
WM1745	Perifosine	0.4	96.89513919
WM1745	Perifosine	2	116.115584
WM1745	STA4783	0.006	45.02316778
WM1745	STA4783	0.03	36.18815096
WM1745	Tamatinib/R406	0.4	74.35640705
WM1745	Tamatinib/R406	2	42.70609184
WM1745	Tanespimycin/17-AAG	0.002	98.07990193
WM1745	Tanespimycin/17-AAG	0.01	46.37776833
WM1745	tipifarnib	0.01	92.40313754
WM1745	tipifarnib	0.05	97.81926947
WM1745	vatalanib/PTK787	2	88.78286396
WM1745	vatalanib/PTK787	10	71.50792422
WM1745	A769662	2	95.01998502
WM1745	A769662	10	101.7004007
WM1745	AS252424	1	90.05192471
WM1745	AS252424	5	100.5480545
WM1745	BI78D3	0.2	92.5706661
WM1745	BI78D3	1	95.96915253
WM1745	BID1870	0.2	121.6004453
WM1745	BID1870	1	142.9861683
WM1745	BMS536924	0.2	56.88817557
WM1745	BMS536924	1	54.83805982
WM1745	C75	1	90.60938864
WM1745	C75	5	131.1056518
WM1745	Dorsomorphin	0.4	93.76594192
WM1745	Dorsomorphin	2	94.59226395
WM1745	Embelin	1.2	88.5834959
WM1745	Embelin	6	70.64974278
WM1745	FH535	1	88.11881934
WM1745	FH535	5	99.16618061
WM1745	GSK0660	1	98.56279097
WM1745	GSK0660	5	107.6235508
WM1745	GSK650394	0.16	73.62669402
WM1745	GSK650394	0.8	80.82324099
WM1745	GW0742	2	101.804264
WM1745	GW0742	10	122.9399892
WM1745	GW2580	1	100.8399667
WM1745	GW2580	5	72.9920398
WM1745	GW441756	0.4	83.26947776
WM1745	GW441756	2	99.77072049
WM1745	GW9662	2	96.69189091
WM1745	GW9662	10	119.6411307
WM1745	HIF-1i	2	89.62096679
WM1745	HIF-1i	10	155.0927545
WM1745	IPA3	0.8	86.60739089
WM1745	IPA3	4	77.46193159
WM1745	JNK5a	0.008	93.18389193
WM1745	JNK5a	0.04	96.07102742
WM1745	JZL184	1	85.66916142
WM1745	JZL184	5	96.15567684
WM1745	KU0063794	0.02	90.34079433
WM1745	KU0063794	0.1	38.69462698
WM1745	KU55933	1	95.95026576
WM1745	KU55933	5	49.46583052
WM1745	L779450	0.2	86.29505421
WM1745	L779450	1	81.05299801
WM1745	LFM-A13	2	87.96209525
WM1745	LFM-A13	10	33.58695085
WM1745	LSN415169	1	82.67811838
WM1745	LSN415169	5	73.41389106
WM1745	NVP-TAE684	0.08	90.2983628
WM1745	NVP-TAE684	0.4	108.6915665
WM1745	PD173074	0.1	93.68209896
WM1745	PD173074	0.5	111.457248
WM1745	PIM-1 4a	2	103.4140867
WM1745	PIM-1 4a	10	96.88821363
WM1745	QS11	1	106.7704637
WM1745	QS11	5	92.75400911
WM1745	SrcI1	2	92.08271074
WM1745	SrcI1	10	176.7895214
WM1745	SU6656	0.4	91.71581289
WM1745	SU6656	2	42.99012546
WM1745	T0901317	1.4	90.87468574
WM1745	T0901317	7	38.34211653
WM1745	TCS401	1.666666667	88.76699358
WM1745	TCS401	8.333333333	122.4291998
WM1745	Tie2i	1	115.7997074
WM1745	Tie2i	5	37.71419726
WM1745	U73122	0.4	91.40486798
WM1745	U73122	2	32.69581933
WM1745	vasastrol	0.4	107.1052773
WM1745	vasastrol	2	102.0631895
WM1745	Wnti	0.1	78.81451373
WM1745	Wnti	0.5	93.87044675
WM1745	XAV939	2	76.04088803
WM1745	XAV939	10	117.9331244
WM1745	ZM336372	2	82.60281999
WM1745	ZM336372	10	67.66541758
RPMI7951	Bexarotene	2	113.9938441
RPMI7951	Bexarotene	10	94.06363423
RPMI7951	Bortezomib	0.001	84.25606336
RPMI7951	Bortezomib	0.005	7.503860891
RPMI7951	cisplatin	1.6	40.96369331
RPMI7951	cisplatin	8	103.0224863
RPMI7951	CP690550	1	83.55417678
RPMI7951	CP690550	5	130.646476
RPMI7951	Crizotinib/PF2341066	0.2	109.3987711
RPMI7951	Crizotinib/PF2341066	1	78.35939632
RPMI7951	dasatanib	0.004	32.05151784
RPMI7951	dasatanib	0.02	37.0690274
RPMI7951	decitabine	0.1	189.7821738
RPMI7951	decitabine	0.5	85.17354863
RPMI7951	Docetaxel	1e-04	180.5292114
RPMI7951	Docetaxel	5e-04	22.78766371
RPMI7951	erlotinib	0.8	79.29143958
RPMI7951	erlotinib	4	78.58689627
RPMI7951	etoposide	0.02	53.34710609
RPMI7951	etoposide	0.1	83.45817655
RPMI7951	everolimus	0.02	193.1125914
RPMI7951	everolimus	0.1	79.99374732
RPMI7951	fingolimod	2	201.5015037
RPMI7951	fingolimod	10	1.896117487
RPMI7951	fludarabine	0.2	100.1558336
RPMI7951	fludarabine	1	67.50833112
RPMI7951	gemcitabine	4e-04	102.2120574
RPMI7951	gemcitabine	0.002	49.78482692
RPMI7951	ruxolitinib	1	102.2921698
RPMI7951	ruxolitinib	5	79.37138601
RPMI7951	lapatinib	0.8	147.926847
RPMI7951	lapatinib	4	41.49292547
RPMI7951	lenalidomide	1	285.4563478
RPMI7951	lenalidomide	5	141.071737
RPMI7951	nilotinib	0.2	103.6933754
RPMI7951	nilotinib	1	98.75842533
RPMI7951	nilutamide	1	171.3089919
RPMI7951	nilutamide	5	147.6604614
RPMI7951	Pazopanib	0.4	170.6476096
RPMI7951	Pazopanib	2	69.71886818
RPMI7951	pioglitazone	2	76.38272667
RPMI7951	pioglitazone	10	103.7447098
RPMI7951	PLX4720	0.08	59.74988867
RPMI7951	PLX4720	0.4	119.8918674
RPMI7951	sorafenib	0.4	94.77447994
RPMI7951	sorafenib	2	94.58987297
RPMI7951	stibogluconate	2	133.8055675
RPMI7951	stibogluconate	10	99.7626789
RPMI7951	sunitinib	0.4	129.8838236
RPMI7951	sunitinib	2	66.49800974
RPMI7951	temozolomide	2	103.5684906
RPMI7951	temozolomide	10	78.45638772
RPMI7951	vincristine	1e-04	106.7469408
RPMI7951	vincristine	5e-04	70.73618313
RPMI7951	vismodegib/GDC0449	1	34.08413213
RPMI7951	vismodegib/GDC0449	5	105.0131833
RPMI7951	vorinostat/SAHA	0.08	302.1748277
RPMI7951	vorinostat/SAHA	0.4	90.89031436
RPMI7951	AZD7762	0.02	46.81957245
RPMI7951	AZD7762	0.1	57.08309693
RPMI7951	CHIR265	0.08	138.75197
RPMI7951	CHIR265	0.4	47.64054614
RPMI7951	IMD0354	0.016	39.05837225
RPMI7951	IMD0354	0.08	98.46744367
RPMI7951	Nutlin-3	0.1	55.3779215
RPMI7951	Nutlin-3	0.5	105.6312394
RPMI7951	OSU03012	1	94.70762784
RPMI7951	OSU03012	5	111.1993862
RPMI7951	PF04217903	1	106.4644345
RPMI7951	PF04217903	5	103.6398124
RPMI7951	PF562271	0.08	190.6634374
RPMI7951	PF562271	0.4	43.44706639
RPMI7951	SNS-032	0.01	149.9041216
RPMI7951	SNS-032	0.05	45.92347504
RPMI7951	SNS314	8e-04	99.25224072
RPMI7951	SNS314	0.004	45.83405793
RPMI7951	ABT263	0.4	128.7004256
RPMI7951	ABT263	2	44.12426441
RPMI7951	bivanib/BI2536	0.001	62.53349755
RPMI7951	bivanib/BI2536	0.005	41.86812193
RPMI7951	CX4945	0.4	200.6610281
RPMI7951	CX4945	2	69.69609684
RPMI7951	Darinaparsin	0.4	55.78438407
RPMI7951	Darinaparsin	2	103.125143
RPMI7951	ENMD2076	0.04	64.23362739
RPMI7951	ENMD2076	0.2	71.27355792
RPMI7951	EX527	2	66.2159721
RPMI7951	EX527	10	122.2289256
RPMI7951	FK866	0.01	201.5769473
RPMI7951	FK866	0.05	129.9257521
RPMI7951	Indole-3-carbinol	0.8	95.87243639
RPMI7951	Indole-3-carbinol	4	97.26887194
RPMI7951	Lestaurtinib	0.004	50.63391758
RPMI7951	Lestaurtinib	0.02	100.2820166
RPMI7951	MK1775	0.02	271.8007294
RPMI7951	MK1775	0.1	73.78489153
RPMI7951	MK2206	0.4	60.72132153
RPMI7951	MK2206	2	68.71338469
RPMI7951	NVP-BEZ235	0.004	106.5283936
RPMI7951	NVP-BEZ235	0.02	81.51271208
RPMI7951	RKI983	0.4	55.39972152
RPMI7951	RKI983	2	59.32122637
RPMI7951	selumetinib/AZD6244	0.015	156.3803955
RPMI7951	selumetinib/AZD6244	0.075	117.6184021
RPMI7951	Tideglusib/TZDZ-8	0.4	23.75664108
RPMI7951	Tideglusib/TZDZ-8	2	72.17018608
RPMI7951	Tozasertib/VX680	0.006	226.0125916
RPMI7951	Tozasertib/VX680	0.03	70.73672229
RPMI7951	Veliparib/ABT888	1.4	109.2240793
RPMI7951	Veliparib/ABT888	7	103.8766106
RPMI7951	VX702	0.4	28.03310311
RPMI7951	VX702	2	107.3517931
RPMI7951	XL147	0.8	41.72522142
RPMI7951	XL147	4	100.1823508
RPMI7951	YM155	4e-04	104.0188469
RPMI7951	YM155	0.002	34.86880801
RPMI7951	cediranib/AZD2171	0.4	50.27067927
RPMI7951	cediranib/AZD2171	2	86.71302588
RPMI7951	Dovitinib/CHIR-258	0.1	92.12771449
RPMI7951	Dovitinib/CHIR-258	0.5	125.9471444
RPMI7951	Enzastaurin	0.8	94.80766229
RPMI7951	Enzastaurin	4	63.01879233
RPMI7951	Midostaurin/PKC412	0.08	103.9456497
RPMI7951	Midostaurin/PKC412	0.4	39.54316043
RPMI7951	OSI906	0.4	29.45636273
RPMI7951	OSI906	2	86.38281429
RPMI7951	palbociclib/PD332991	0.04	52.06992484
RPMI7951	palbociclib/PD332991	0.2	62.83446276
RPMI7951	Perifosine	0.4	184.1786481
RPMI7951	Perifosine	2	20.98503166
RPMI7951	STA4783	0.006	46.96952147
RPMI7951	STA4783	0.03	107.1663315
RPMI7951	Tamatinib/R406	0.4	359.0711085
RPMI7951	Tamatinib/R406	2	52.5631151
RPMI7951	Tanespimycin/17-AAG	0.002	109.7320776
RPMI7951	Tanespimycin/17-AAG	0.01	30.94068013
RPMI7951	tipifarnib	0.01	180.2527435
RPMI7951	tipifarnib	0.05	61.21677124
RPMI7951	vatalanib/PTK787	2	80.99347136
RPMI7951	vatalanib/PTK787	10	68.90309314
RPMI7951	A769662	2	193.3948667
RPMI7951	A769662	10	83.54093209
RPMI7951	AS252424	1	73.17812091
RPMI7951	AS252424	5	91.14697271
RPMI7951	BI78D3	0.2	89.88124534
RPMI7951	BI78D3	1	77.79304407
RPMI7951	BID1870	0.2	119.0261085
RPMI7951	BID1870	1	73.65701665
RPMI7951	BMS536924	0.2	37.3542515
RPMI7951	BMS536924	1	64.48190418
RPMI7951	C75	1	198.4328813
RPMI7951	C75	5	79.73083007
RPMI7951	Dorsomorphin	0.4	40.11444108
RPMI7951	Dorsomorphin	2	76.77401148
RPMI7951	Embelin	1.2	68.35439714
RPMI7951	Embelin	6	92.08257249
RPMI7951	FH535	1	56.03887716
RPMI7951	FH535	5	105.126366
RPMI7951	GSK0660	1	63.33547102
RPMI7951	GSK0660	5	75.26211084
RPMI7951	GSK650394	0.16	165.2501201
RPMI7951	GSK650394	0.8	79.90141664
RPMI7951	GW0742	2	146.9454424
RPMI7951	GW0742	10	111.7794631
RPMI7951	GW2580	1	77.17846304
RPMI7951	GW2580	5	96.03042492
RPMI7951	GW441756	0.4	62.97929424
RPMI7951	GW441756	2	73.58799166
RPMI7951	GW9662	2	66.87897825
RPMI7951	GW9662	10	101.4360719
RPMI7951	HIF-1i	2	67.69523538
RPMI7951	HIF-1i	10	89.91743695
RPMI7951	IPA3	0.8	74.76029708
RPMI7951	IPA3	4	99.18443804
RPMI7951	JNK5a	0.008	32.59560537
RPMI7951	JNK5a	0.04	126.1443954
RPMI7951	JZL184	1	72.37780424
RPMI7951	JZL184	5	102.0969031
RPMI7951	KU0063794	0.02	56.55323062
RPMI7951	KU0063794	0.1	139.6289876
RPMI7951	KU55933	1	36.45908151
RPMI7951	KU55933	5	78.97352261
RPMI7951	L779450	0.2	48.2859013
RPMI7951	L779450	1	71.51678636
RPMI7951	LFM-A13	2	159.1591416
RPMI7951	LFM-A13	10	116.2911098
RPMI7951	LSN415169	1	59.64360108
RPMI7951	LSN415169	5	85.91325954
RPMI7951	NVP-TAE684	0.08	33.77777718
RPMI7951	NVP-TAE684	0.4	75.85735943
RPMI7951	PD173074	0.1	88.43178338
RPMI7951	PD173074	0.5	91.06987996
RPMI7951	PIM-1 4a	2	156.3402832
RPMI7951	PIM-1 4a	10	106.3524938
RPMI7951	QS11	1	49.59569626
RPMI7951	QS11	5	53.7549152
RPMI7951	SrcI1	2	91.29687221
RPMI7951	SrcI1	10	51.99718477
RPMI7951	SU6656	0.4	132.1221233
RPMI7951	SU6656	2	52.25166887
RPMI7951	T0901317	1.4	42.85565351
RPMI7951	T0901317	7	92.21200646
RPMI7951	TCS401	1.666666667	78.07355824
RPMI7951	TCS401	8.333333333	93.36503167
RPMI7951	Tie2i	1	49.47161312
RPMI7951	Tie2i	5	91.52197761
RPMI7951	U73122	0.4	378.4630622
RPMI7951	U73122	2	38.3631457
RPMI7951	vasastrol	0.4	75.99381845
RPMI7951	vasastrol	2	72.7238255
RPMI7951	Wnti	0.1	424.5926371
RPMI7951	Wnti	0.5	12.20403437
RPMI7951	XAV939	2	277.5756151
RPMI7951	XAV939	10	76.17300611
RPMI7951	ZM336372	2	161.6053669
RPMI7951	ZM336372	10	66.47811809
IPC-298	Bexarotene	2	81.74469228
IPC-298	Bexarotene	10	82.87898331
IPC-298	Bortezomib	0.001	96.32018365
IPC-298	Bortezomib	0.005	7.844785815
IPC-298	cisplatin	1.6	80.93265895
IPC-298	cisplatin	8	87.90156821
IPC-298	CP690550	1	46.44672438
IPC-298	CP690550	5	106.1687092
IPC-298	Crizotinib/PF2341066	0.2	337.181919
IPC-298	Crizotinib/PF2341066	1	77.91628218
IPC-298	dasatanib	0.004	43.34571651
IPC-298	dasatanib	0.02	108.4084772
IPC-298	decitabine	0.1	67.94738221
IPC-298	decitabine	0.5	60.0458065
IPC-298	Docetaxel	1e-04	304.4253176
IPC-298	Docetaxel	5e-04	37.28035576
IPC-298	erlotinib	0.8	89.73734504
IPC-298	erlotinib	4	67.68418549
IPC-298	etoposide	0.02	137.3775354
IPC-298	etoposide	0.1	72.49704597
IPC-298	everolimus	0.02	61.12936393
IPC-298	everolimus	0.1	75.41671813
IPC-298	fingolimod	2	42.7190739
IPC-298	fingolimod	10	28.39581316
IPC-298	fludarabine	0.2	91.11718918
IPC-298	fludarabine	1	79.34396009
IPC-298	gemcitabine	4e-04	81.82639521
IPC-298	gemcitabine	0.002	44.37750212
IPC-298	ruxolitinib	1	39.60614087
IPC-298	ruxolitinib	5	98.09919688
IPC-298	lapatinib	0.8	43.10442565
IPC-298	lapatinib	4	82.85109657
IPC-298	lenalidomide	1	89.46335543
IPC-298	lenalidomide	5	79.41042684
IPC-298	nilotinib	0.2	122.5442967
IPC-298	nilotinib	1	113.2190624
