expt_no	cell_line	inhibition_calc_method	first_agent	conc_first_agent	first_agent_inhibition	first_agent_stddev	second_agent	conc_second_agent	second_agent_inhibition	second_agent_stddev	combo_observed	combo_stddev	bliss	observed_bliss_diff
252	PANC-1	41	GSK650394A	2.1931	-3.08	11.1804	Piperlongumine	5	50.1	1.503	55.73	3.3438	48.56	7.17
260	PL45	41	BRD-7389	0.6297	-14.32	9.308	YM155	0.0042	48.58	6.3154	48.39	4.839	41.22	7.17
252	PANC-1	41	MK-2206	0.1602	6.64	4.1832	MLN-4924	1.3	40.99	11.0673	52.08	3.1248	44.91	7.17
251	MiaPaCa-2	41	AZD-8055	0.2649	62.72	4.3904	Piperlongumine	1	2.95	5.6935	70.99		63.82	7.17
260	PL45	41	Oligomycin	1.6151	6.47	2.5233	SN-38	0.0567	75.44	2.2632	84.2	2.526	77.03	7.17
252	PANC-1	41	Paclitaxel	0.001	20.79	7.4844	Paclitaxel	0.0059	43.2	7.776	62.17		55.01	7.16
252	PANC-1	41	Erlotinib	0.1161	11.51	1.7265	JQ1	0.4894	28.26	7.065	43.68	0	36.52	7.16
257	SU-86-86	41	Erlotinib	0.1161	6.48	3.1104	Vorinostat	0.4261	6.34	5.1988	19.57	5.871	12.41	7.16
260	PL45	41	Dasatinib	0.2157	71.31	0.7131	IMD 0354	1.13	41.52	4.9824	90.38	1.8076	83.22	7.16
252	PANC-1	41	AZD-8055	0.0212	10.1	7.878	GSK1120212	0.0083	24.97	3.9952	39.71	5.9565	32.55	7.16
252	PANC-1	41	Flavopiridol	0.1381	22.35	8.2695	GSK2334470	0.551	11.21	5.7171	38.21	2.2926	31.05	7.16
257	SU-86-86	41	BYL-719	3.9734	19.93	7.5734	Dasatinib	0.0294	9.12	2.0064	34.38	2.7504	27.23	7.15
257	SU-86-86	41	Dasatinib	0.0139	-0.19	6.2852	Pemetrexed	0.0504	24.98	5.2458	31.99	1.5995	24.84	7.15
252	PANC-1	41	BYL-719	1.5396	17.61	1.5849	Flavopiridol	0.0804	1.46	17.447	25.96	2.8556	18.81	7.15
252	PANC-1	41	IMD 0354	1.13	69.43	1.3886	Oligomycin	7.4095	31.1	1.555	86.09	3.4436	78.94	7.15
260	PL45	41	5-fluorouracil	0.926	-4.43	1.0632	BI-2536	0.0192	56.91	2.8455	62.15	3.729	55	7.15
252	PANC-1	41	AZD-1480	1	-2.68	15.2492	Thapsigargin	0.001	5.35	2.889	9.96	5.3784	2.81	7.15
252	PANC-1	41	ABT-199	0.2	6.2	13.268	Flavopiridol	0.2181	16.76	15.922	29.07	6.3954	21.92	7.15
251	MiaPaCa-2	41	Dasatinib	0.0139	-11.78	2.8272	Erlotinib	0.038	18.23	6.0159	15.75		8.6	7.15
252	PANC-1	41	Piperlongumine	1	-1.52	9.4544	YM155	0.0013	79.85	8.7835	86.69		79.54	7.15
260	PL45	41	MK-1775	0.3239	17.08	2.9036	MLN-4924	1.3	74.67	2.2401	86.15	0.8615	79	7.15
251	MiaPaCa-2	41	JQ1	0.2087	37.29	1.8645	Vorinostat	0.4261	-4.78	4.2064	41.44	2.072	34.29	7.15
257	SU-86-86	41	BYL-719	3.9734	19.93	7.5734	MK-2206	5	5.31	9.7173	31.33	2.5064	24.18	7.15
260	PL45	41	Dasatinib	0.2157	71.31	0.7131	Piperlongumine	5	52	9.88	93.37	0	86.23	7.14
257	SU-86-86	41	BYL-719	3.9734	19.93	7.5734	Pemetrexed	0.0184	3.22	4.1538	29.65	3.8545	22.51	7.14
251	MiaPaCa-2	41	PF-431396	2.143	75.47	3.7735	Thapsigargin	0.004	-8.22	19.0704	80.59	2.4177	73.45	7.14
251	MiaPaCa-2	41	5-fluorouracil	0.926	18.96	3.9816	Thapsigargin	0.004	-8.22	19.0704	19.44	5.4432	12.3	7.14
252	PANC-1	41	BRD-7389	1.2531	18.42	16.578	YM155	0.0013	79.85	8.7835	90.7	1.814	83.56	7.14
251	MiaPaCa-2	41	Dasatinib	0.0139	-11.78	2.8272	Gemcitabine	0.1	81.42	1.6284	86.37		79.23	7.14
251	MiaPaCa-2	41	MK-2206	1.521	-3.68	15.6032	Paclitaxel	0.0119	71.19	2.8476	77.27	0.7727	70.13	7.14
260	PL45	41	17-DMAG	0.0162	26.7	4.539	Paclitaxel	0.0119	57.04	4.5632	75.65	3.7825	68.51	7.14
260	PL45	41	Dovitinib	0.1165	-25.72	3.0864	SN-38	0.0332	69.19	2.7676	68.41	4.1046	61.27	7.14
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	Oligomycin	0.3089	78.57	1.5714	85.1	0	77.96	7.14
257	SU-86-86	41	BYL-719	1.5396	11.75	7.4025	Pemetrexed	0.0184	3.22	4.1538	21.72	5.43	14.59	7.13
260	PL45	41	Foretinib	0.5699	21.55	3.6635	MK-1775	0.5941	43.28	2.164	62.63	1.8789	55.5	7.13
251	MiaPaCa-2	41	Dovitinib	0.1165	12.48	7.7376	SN-38	0.0567	64.1	1.923	75.71	3.7855	68.58	7.13
252	PANC-1	41	Carfilzomib	0.01	57.15	9.144	Vorinostat	0.4261	-14.42	13.2664	58.1	2.905	50.97	7.13
252	PANC-1	41	Dasatinib	0.0139	0.74	16.9756	YM155	0.0013	79.85	8.7835	87.13	3.4852	80	7.13
257	SU-86-86	41	ABT-199	1	-4.27	6.7893	BYL-719	3.9734	19.93	7.5734	23.64	5.6736	16.51	7.13
251	MiaPaCa-2	41	IMD 0354	0.13	-4.96	20.7328	Vorinostat	2.08	64.49	7.7388	69.86	6.986	62.73	7.13
257	SU-86-86	41	GDC-0941	1.1616	27.5	10.725	Thapsigargin	0.004	51.24	10.248	71.77	5.7416	64.65	7.12
260	PL45	41	GSK2334470	0.551	-5.33	1.5457	MK-1775	0.5941	43.28	2.164	47.38	2.8428	40.26	7.12
251	MiaPaCa-2	41	CREBi1	0.9872	16.97	3.394	Thapsigargin	0.004	-8.22	19.0704	17.26	6.5588	10.14	7.12
252	PANC-1	41	GDC-0941	1.1616	35.66	3.566	YM155	0.0013	79.85	8.7835	94.16	0.9416	87.04	7.12
260	PL45	41	Paclitaxel	0.0059	52.29	6.2748	Simvastatin	0.25	4.24	14.5432	61.43	3.6858	54.31	7.12
251	MiaPaCa-2	41	SB225002	2	84.04	0.8404	Vorinostat	0.4261	-4.78	4.2064	90.4	0.904	83.28	7.12
257	SU-86-86	41	ABT-199	5	6.06	5.6358	MLN-4924	1.3	81.77	2.4531	89.99	2.6997	82.87	7.12
260	PL45	41	5-fluorouracil	0.926	-4.43	1.0632	MK-1775	0.5941	43.28	2.164	47.88	2.8728	40.77	7.11
260	PL45	41	5-fluorouracil	7.904	20.06	9.4282	SN-38	0.009	10.31	7.9387	35.41	1.0623	28.3	7.11
251	MiaPaCa-2	41	JQ1	0.2087	37.29	1.8645	Pemetrexed	0.0504	29.21	18.4023	62.72	5.6448	55.61	7.11
260	PL45	41	AZD-7762	0.552	61.76	4.9408	Dovitinib	0.1165	-25.72	3.0864	59.02	11.2138	51.92	7.1
257	SU-86-86	41	CREBi1	4.2459	6.69	5.0175	Paclitaxel	0.0059	46.42	2.321	57.1	2.855	50	7.1
257	SU-86-86	41	BYL-719	0.3639	5.39	4.312	SB225002	0.22	-0.17	6.9496	12.33	4.932	5.23	7.1
257	SU-86-86	41	Foretinib	1.4244	36.03	7.9266	GSK1120212	0.0239	24.47	4.894	58.78	4.1146	51.68	7.1
252	PANC-1	41	AZD-1480	1	-2.68	15.2492	MLN-4924	1.3	40.99	11.0673	46.5	4.65	39.41	7.09
257	SU-86-86	41	17-DMAG	0.0307	57.88	4.6304	Simvastatin	4	59.93	2.3972	90.21	4.5105	83.12	7.09
257	SU-86-86	41	AZD-1480	1	2.68	5.628	BI-2536	0.0192	39.47	3.5523	48.18	6.2634	41.09	7.09
251	MiaPaCa-2	41	Foretinib	0.5699	40.27	11.6783	IMD 0354	1.13	38.6	3.088	70.42	0.7042	63.33	7.09
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	BIBW-2992	0.5021	11.69	1.4028	16.28	2.9304	9.19	7.09
257	SU-86-86	41	Piperlongumine	1	1.31	11.3839	YM155	0.0042	63.71	6.371	71.27	2.8508	64.19	7.08
251	MiaPaCa-2	41	CMPD-1	0.845	71.32	6.4188	Vorinostat	0.7687	20.18	6.4576	84.19	0.8419	77.11	7.08
252	PANC-1	41	Dasatinib	0.0294	16.6	6.474	Simvastatin	0.25	29.6	6.808	48.37	15.4784	41.29	7.08
252	PANC-1	41	BI-2536	0.0192	47.97	1.4391	Pemetrexed	0.0184	9.26	0.926	59.87	0.5987	52.79	7.08
260	PL45	41	Dasatinib	0.0139	5.59	5.0869	MK-1775	1.3714	64.87	1.9461	73.91	2.9564	66.83	7.08
257	SU-86-86	41	Crizotinib	2.63	22.18	1.7744	GSK1120212	0.0083	19.47	7.9827	44.41	3.9969	37.33	7.08
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	Dovitinib	0.1165	1.58	6.636	1.35	5.508	-5.72	7.07
260	PL45	41	ABT-199	0.2	-16.18	4.5304	Carfilzomib	0.01	88.42	1.7684	93.62	0	86.55	7.07
260	PL45	41	AZD-8055	0.2649	68.11	4.0866	GSK2334470	0.551	-5.33	1.5457	73.48	2.2044	66.41	7.07
252	PANC-1	41	CMPD-1	6.7498	43.36	10.84	MK-2206	5	35.42	30.4612	70.49	0.7049	63.42	7.07
257	SU-86-86	41	BI-2536	0.0062	4.51	6.4042	SB225002	0.22	-0.17	6.9496	11.42	3.8828	4.35	7.07
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	GSK1120212	0.0017	19.18	5.5622	40.42	3.2336	33.35	7.07
257	SU-86-86	41	BI-2536	0.0062	4.51	6.4042	GSK650394A	1.1269	-1.88	7.3132	9.78	6.357	2.71	7.07
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	GSK1120212	0.0017	4.04	5.8176	12.99	3.3774	5.92	7.07
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	MLN-4924	0.5	46.71	2.3355	54.82	3.2892	47.75	7.07
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	PF-431396	2.143	72.63	2.1789	78.47	3.9235	71.41	7.06
251	MiaPaCa-2	41	CREBi1	0.9872	16.97	3.394	Vorinostat	0.7687	20.18	6.4576	40.79	5.7106	33.73	7.06
257	SU-86-86	41	CREBi1	4.2459	6.69	5.0175	GSK650394A	1.1269	-1.88	7.3132	12	3.72	4.94	7.06
252	PANC-1	41	ABT-199	1	6.23	13.6437	Flavopiridol	0.0804	1.46	17.447	14.66	6.597	7.6	7.06
260	PL45	41	Erlotinib	3.1599	6.8	4.624	Gemcitabine	0.0416	58.53	2.3412	68.41	2.0523	61.35	7.06
251	MiaPaCa-2	41	Foretinib	1.4244	63.86	4.4702	GDC-0941	0.6	23.26	2.0934	79.33	3.9665	72.27	7.06
251	MiaPaCa-2	41	GSK650394A	1.1269	-1.09	20.1432	Piperlongumine	2.5	80.73	1.6146	87.58	5.2548	80.52	7.06
257	SU-86-86	41	MLN-4924	0.27	27.94	5.588	Oligomycin	0.3089	78.57	1.5714	91.62	0.9162	84.56	7.06
257	SU-86-86	41	ABT-199	5	6.06	5.6358	GSK650394A	1.1269	-1.88	7.3132	11.34	4.6494	4.29	7.05
257	SU-86-86	41	MK-1775	0.3239	44.99	3.5992	Thapsigargin	0.004	51.24	10.248	80.23	2.4069	73.18	7.05
257	SU-86-86	41	GSK650394A	2.1931	0.58	10.2892	PF-431396	2.143	72.63	2.1789	79.84	1.5968	72.79	7.05
251	MiaPaCa-2	41	Gemcitabine	0.0416	84.73	0	MK-1775	0.3239	42.48	2.124	98.27	0	91.22	7.05
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	AZD-8055	0.0511	15.4	4.928	24.11	5.3042	17.06	7.05
251	MiaPaCa-2	41	CREBi1	2.0724	3.2	22.432	MLN-8237	0.6658	68.14	5.4512	76.21	2.2863	69.16	7.05
257	SU-86-86	41	Dovitinib	1	-1.87	4.114	MK-1775	0.5941	78.97	3.1588	85.63	0.8563	78.58	7.05
257	SU-86-86	41	AZD-8055	0.2649	42.82	4.282	GSK1120212	0.0239	24.47	4.894	63.85	8.939	56.81	7.04
251	MiaPaCa-2	41	SN-38	0.0332	67.3	4.711	Vorinostat	0.4261	-4.78	4.2064	72.78	3.639	65.74	7.04
257	SU-86-86	41	BYL-719	1.5396	11.75	7.4025	Vorinostat	0.7687	9.06	5.6172	26.79	5.0901	19.75	7.04
260	PL45	41	Carfilzomib	0.01	88.42	1.7684	GSK2334470	0.1007	-13.43	6.715	93.9	0.939	86.86	7.04
257	SU-86-86	41	BRD-7389	1.2531	17.4	2.958	CMPD-1	6.7498	45.14	3.1598	61.73	3.0865	54.69	7.04
260	PL45	41	MLN-4924	1.3	74.67	2.2401	Pemetrexed	0.0504	-6.38	5.8696	80.09	1.6018	73.05	7.04
257	SU-86-86	41	GSK2334470	8.616	0.15	10.1145	PF-431396	0.9533	75.57	6.0456	82.65	3.306	75.61	7.04
252	PANC-1	41	Piperlongumine	5	50.1	1.503	YM155	0.0013	79.85	8.7835	96.98		89.95	7.03
260	PL45	41	ABT-199	1	-16.13	8.065	PF-431396	2.143	33.88	7.1148	30.24	5.4432	23.21	7.03
260	PL45	41	BI-2536	0.0089	38.34	5.751	MK-1775	0.5941	43.28	2.164	72.06	1.4412	65.03	7.03
260	PL45	41	ABT-199	5	-14.21	3.6946	CMPD-1	6.7498	57.5	0.575	58.49	0.5849	51.46	7.03
257	SU-86-86	41	BRD-7389	1.2531	17.4	2.958	Piperlongumine	2.5	11.39	3.417	33.84	10.4904	26.81	7.03
252	PANC-1	41	Erlotinib	0.038	18.26	3.8346	PF-431396	0.9533	28.43	7.6761	48.52	7.7632	41.5	7.02
251	MiaPaCa-2	41	Flavopiridol	0.2181	57.61	1.1522	JQ1	0.4894	71.49	3.5745	94.93	0.9493	87.91	7.02
260	PL45	41	GDC-0941	0.154	-4.06	7.3486	Gemcitabine	0.1	75.88	0	81.92	2.4576	74.9	7.02
252	PANC-1	41	BIBW-2992	0.5021	-4.28	22.2988	Flavopiridol	0.2181	16.76	15.922	20.22	13.3452	13.2	7.02
252	PANC-1	41	Foretinib	0.5699	37.37	13.4532	Vorinostat	2.08	-7.24	3.982	39.86	2.7902	32.84	7.02
252	PANC-1	41	GSK2334470	8.616	29.12	5.5328	IMD 0354	0.5	27	2.43	55.28	3.3168	48.26	7.02
257	SU-86-86	41	BI-2536	0.0089	18.47	16.4383	Dasatinib	0.0139	-0.19	6.2852	25.33	2.533	18.32	7.01
252	PANC-1	41	ABT-199	1	6.23	13.6437	PF-431396	2.143	30.57	12.5337	41.91	1.6764	34.9	7.01
260	PL45	41	AZD-8055	0.0212	18.37	4.0414	AZD-8055	0.0511	39.56	2.7692	57.67	10.3806	50.66	7.01
251	MiaPaCa-2	41	GDC-0941	0.154	-18.09	22.4316	YM155	0.0042	61.17	4.8936	61.16	7.9508	54.15	7.01
260	PL45	41	Carfilzomib	0.01	88.42	1.7684	GSK1120212	0.0083	59.64	2.982	102.34	0	95.33	7.01
252	PANC-1	41	MK-2206	5	35.42	30.4612	MLN-4924	1.3	40.99	11.0673	68.9	0	61.89	7.01
257	SU-86-86	41	BYL-719	0.3639	5.39	4.312	CMPD-1	2.5956	10.24	6.9632	22.09	2.4299	15.08	7.01
257	SU-86-86	41	Flavopiridol	0.1381	40.26	9.2598	IMD 0354	1.13	84.04	2.5212	97.48	0	90.47	7.01
257	SU-86-86	41	Crizotinib	2.63	22.18	1.7744	Piperlongumine	1	1.31	11.3839	30.2	7.248	23.2	7
251	MiaPaCa-2	41	CREBi1	0.9872	16.97	3.394	MLN-8237	0.6658	68.14	5.4512	80.55	0.8055	73.55	7
260	PL45	41	CMPD-1	6.7498	57.5	0.575	Erlotinib	0.1161	0.61	9.2659	64.75	1.295	57.76	6.99
251	MiaPaCa-2	41	Foretinib	0.2066	19.89	1.1934	GSK2334470	0.551	-2.45	22.8095	24.92	6.23	17.93	6.99
251	MiaPaCa-2	41	Crizotinib	0.87	47.39	4.739	MK-1775	0.3239	42.48	2.124	76.73		69.74	6.99
260	PL45	41	AZD-8055	0.2649	68.11	4.0866	GDC-0941	0.6	27.37	2.737	83.83	1.6766	76.84	6.99
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	GDC-0941	0.6	14.82	8.5956	15.49	7.4352	8.5	6.99
257	SU-86-86	41	MK-2206	0.1602	-4.95	12.276	PF-431396	0.9533	75.57	6.0456	81.34	1.6268	74.36	6.98
252	PANC-1	41	PF-431396	4.3128	38.78	4.6536	Piperlongumine	5	50.1	1.503	76.43		69.45	6.98
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	BI-2536	0.0062	4.51	6.4042	13.36	2.4048	6.38	6.98
252	PANC-1	41	Erlotinib	0.038	18.26	3.8346	Simvastatin	4	2.33	6.99	27.14	2.4426	20.16	6.98
251	MiaPaCa-2	41	CREBi1	0.9872	16.97	3.394	Flavopiridol	0.0804	4.96	17.2608	28.07	9.2631	21.09	6.98
260	PL45	41	MK-2206	5	16.97	7.6365	MLN-4924	1.3	74.67	2.2401	85.95	0.8595	78.97	6.98
252	PANC-1	41	AZD-1480	3	-1.06	19.5676	GSK2334470	0.551	11.21	5.7171	17.25	9.4875	10.27	6.98
260	PL45	41	MLN-8237	0.6658	26.46	7.6734	PF-431396	2.143	33.88	7.1148	58.35	2.334	51.38	6.97
257	SU-86-86	41	ABT-199	1	-4.27	6.7893	PF-431396	4.3128	49.14	8.3538	53.94	3.7758	46.97	6.97
257	SU-86-86	41	PF-431396	0.9533	75.57	6.0456	SB225002	0.22	-0.17	6.9496	82.5	1.65	75.53	6.97
260	PL45	41	Carfilzomib	0.01	88.42	1.7684	MLN-4924	1.3	74.67	2.2401	104.04	1.0404	97.07	6.97
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	GSK1120212	0.0083	19.47	7.9827	28.67	5.1606	21.7	6.97
257	SU-86-86	41	CMPD-1	0.845	2.77	4.1827	Foretinib	1.4244	36.03	7.9266	44.76	2.6856	37.8	6.96
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	Pemetrexed	0.0184	3.22	4.1538	3	4.74	-3.96	6.96
251	MiaPaCa-2	41	GSK1120212	0.0083	48.4	7.744	SB225002	0.67	16.34	13.072	63.79	4.4653	56.83	6.96
260	PL45	41	BIBW-2992	0.0569	6.99	10.0656	Carfilzomib	0.01	88.42	1.7684	96.19	2.8857	89.23	6.96
257	SU-86-86	41	CMPD-1	6.7498	45.14	3.1598	Simvastatin	4	59.93	2.3972	84.97	3.3988	78.02	6.95
251	MiaPaCa-2	41	MLN-8237	0.6658	68.14	5.4512	Pemetrexed	0.0504	29.21	18.4023	84.4	0.844	77.45	6.95
257	SU-86-86	41	ABT-199	5	6.06	5.6358	Piperlongumine	2.5	11.39	3.417	23.71	5.2162	16.76	6.95
257	SU-86-86	41	Dovitinib	0.1165	1.58	6.636	GSK2334470	0.551	3.55	6.4965	12.02	3.4858	5.07	6.95
252	PANC-1	41	AZD-1480	3	-1.06	19.5676	JQ1	0.9389	41.79	4.5969	48.11	6.7354	41.17	6.94
260	PL45	41	MK-1775	0.5941	43.28	2.164	PF-431396	0.9533	9.2	4.324	55.44	4.9896	48.5	6.94
252	PANC-1	41	MK-2206	1.521	24.77	7.9264	MLN-8237	4	43.31	10.3944	64.29	1.2858	57.35	6.94
257	SU-86-86	41	ABT-199	1	-4.27	6.7893	GSK2334470	0.551	3.55	6.4965	6.37	1.274	-0.57	6.94
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	BYL-719	0.3639	5.39	4.312	5.31	5.1507	-1.63	6.94
257	SU-86-86	41	CMPD-1	2.5956	10.24	6.9632	GSK650394A	2.1931	0.58	10.2892	17.7	6.903	10.76	6.94
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	SN-38	0.0332	13.29	7.0437	40.69	5.6966	33.75	6.94
252	PANC-1	41	BI-2536	0.0192	47.97	1.4391	Dovitinib	0.1165	7.17	5.3775	58.64	2.932	51.7	6.94
257	SU-86-86	41	Dasatinib	0.0294	9.12	2.0064	GSK2334470	0.1007	2.84	8.4916	18.64	9.5064	11.7	6.94
257	SU-86-86	41	Gemcitabine	0.0416	44.78	1.7912	Gemcitabine	0.5	56.84	2.2736	83.11	2.4933	76.17	6.94
257	SU-86-86	41	CMPD-1	2.5956	10.24	6.9632	MK-2206	5	5.31	9.7173	21.95	2.195	15.01	6.94
257	SU-86-86	41	ABT-199	5	6.06	5.6358	SB225002	2	75.96	1.5192	84.35	0.8435	77.42	6.93
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	SN-38	0.0567	45.2	4.068	53.2	6.384	46.27	6.93
257	SU-86-86	41	BYL-719	3.9734	19.93	7.5734	Vorinostat	2.08	43.15	8.1985	61.41	3.6846	54.48	6.93
260	PL45	41	BIBW-2992	0.0569	6.99	10.0656	MK-1775	1.3714	64.87	1.9461	74.26	0.7426	67.33	6.93
260	PL45	41	Carfilzomib	0.01	88.42	1.7684	MLN-4924	0.5	60.85	2.434	102.4	1.024	95.47	6.93
251	MiaPaCa-2	41	GDC-0941	1.1616	31.71	1.2684	Paclitaxel	0.0119	71.19	2.8476	87.26	0.8726	80.33	6.93
251	MiaPaCa-2	41	CMPD-1	0.845	71.32	6.4188	MLN-8237	0.0162	-1.51	15.9456	77.82	3.1128	70.89	6.93
252	PANC-1	41	BIBW-2992	0.0569	-1.56	13.6968	Dasatinib	0.0294	16.6	6.474	22.23	2.4453	15.3	6.93
257	SU-86-86	41	ABT-199	5	6.06	5.6358	Oligomycin	0.3089	78.57	1.5714	86.8	0.868	79.87	6.93
257	SU-86-86	41	JQ1	0.4894	41.36	6.6176	Paclitaxel	0.0119	62.81	0	85.11	1.7022	78.19	6.92
252	PANC-1	41	BIBW-2992	0.0569	-1.56	13.6968	MK-2206	1.521	24.77	7.9264	30.52	2.7468	23.6	6.92
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	Piperlongumine	5	50.1	1.503	68.8	7.568	61.88	6.92
257	SU-86-86	41	BYL-719	3.9734	19.93	7.5734	GSK1120212	0.0017	4.04	5.8176	30.08	5.4144	23.16	6.92
252	PANC-1	41	Flavopiridol	0.1381	22.35	8.2695	Flavopiridol	0.2181	16.76	15.922	42.28	23.254	35.36	6.92
260	PL45	41	AZD-8055	0.2649	68.11	4.0866	Dovitinib	0.1165	-25.72	3.0864	66.82	2.0046	59.91	6.91
260	PL45	41	17-DMAG	0.0307	64.74	1.9422	CREBi1	2.0724	-15.17	7.4333	66.3	6.63	59.39	6.91
252	PANC-1	41	JQ1	0.4894	28.26	7.065	SN-38	0.009	20.8	4.576	50.09	16.5297	43.18	6.91
257	SU-86-86	41	BRD-7389	0.3071	-1.74	6.5772	Erlotinib	0.038	0.43	1.8834	5.61	6.3393	-1.3	6.91
251	MiaPaCa-2	41	GSK2334470	0.1007	-5.25	7.7175	Simvastatin	1	16.69	4.3394	19.23	7.1151	12.32	6.91
257	SU-86-86	41	Dasatinib	0.0294	9.12	2.0064	Erlotinib	0.1161	6.48	3.1104	21.91	7.4494	15.01	6.9
251	MiaPaCa-2	41	GSK650394A	2.1931	-22.35	8.046	Oligomycin	0.3089	75.81	2.2743	77.3	2.319	70.4	6.9
260	PL45	41	AZD-8055	0.0511	39.56	2.7692	MLN-8237	0.6658	26.46	7.6734	62.45	0.6245	55.55	6.9
257	SU-86-86	41	ABT-199	5	6.06	5.6358	CREBi1	0.9872	2.77	5.4846	15.56	11.3588	8.66	6.9
260	PL45	41	CMPD-1	6.7498	57.5	0.575	Piperlongumine	2.5	7.73	5.1791	67.69	2.0307	60.79	6.9
251	MiaPaCa-2	41	JQ1	0.2087	37.29	1.8645	Thapsigargin	0.004	-8.22	19.0704	39.04	1.1712	32.14	6.9
257	SU-86-86	41	GDC-0941	1.1616	27.5	10.725	MLN-4924	1.3	81.77	2.4531	93.68	0.9368	86.78	6.9
257	SU-86-86	41	Flavopiridol	0.0804	17.23	4.1352	Piperlongumine	1	1.31	11.3839	25.2	4.788	18.31	6.89
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	Piperlongumine	2.5	8.36	20.7328	36.88	12.1704	29.99	6.89
257	SU-86-86	41	Dovitinib	2.6008	20.89	3.3424	Erlotinib	0.038	0.43	1.8834	28.12	5.9052	21.23	6.89
260	PL45	41	AZD-1480	1	-15.34	3.835	CMPD-1	6.7498	57.5	0.575	57.86	1.7358	50.98	6.88
260	PL45	41	5-fluorouracil	7.904	20.06	9.4282	BIBW-2992	0.5021	18.07	2.5298	41.39	2.4834	34.51	6.88
251	MiaPaCa-2	41	IMD 0354	0.5	-7.85	12.6385	MK-1775	0.3239	42.48	2.124	44.84	9.4164	37.96	6.88
257	SU-86-86	41	AZD-1480	1	2.68	5.628	GSK2334470	0.1007	2.84	8.4916	12.32	4.5584	5.44	6.88
252	PANC-1	41	5-fluorouracil	7.904	32.81	4.5934	GSK650394A	2.1931	-3.08	11.1804	37.62	1.881	30.74	6.88
257	SU-86-86	41	BIBW-2992	0.5021	11.69	1.4028	MLN-4924	1.3	81.77	2.4531	90.78	0	83.9	6.88
260	PL45	41	Crizotinib	0.3	-24.93	7.9776	Paclitaxel	0.0059	52.29	6.2748	47.27	1.8908	40.4	6.87
252	PANC-1	41	ABT-199	0.2	6.2	13.268	Oligomycin	7.4095	31.1	1.555	42.24	5.9136	35.37	6.87
257	SU-86-86	41	MK-2206	5	5.31	9.7173	MLN-8237	4	37.98	4.5576	48.14	3.3698	41.27	6.87
260	PL45	41	BIBW-2992	0.0143	-3.76	4.8128	Carfilzomib	0.01	88.42	1.7684	94.85	3.794	87.98	6.87
251	MiaPaCa-2	41	Piperlongumine	1	2.95	5.6935	YM155	0.0042	61.17	4.8936	69.19	4.8433	62.32	6.87
251	MiaPaCa-2	41	BI-2536	0.0089	77.14	6.1712	MK-1775	0.3239	42.48	2.124	93.72		86.85	6.87
257	SU-86-86	41	AZD-1480	1	2.68	5.628	Crizotinib	0.3	1.58	7.8526	11.09	1.8853	4.22	6.87
252	PANC-1	41	ABT-199	0.2	6.2	13.268	BI-2536	0.0192	47.97	1.4391	58.07	5.807	51.2	6.87
260	PL45	41	AZD-8055	0.2649	68.11	4.0866	YM155	0.0013	0.04	10.1688	74.98	2.9992	68.12	6.86
251	MiaPaCa-2	41	PF-431396	2.143	75.47	3.7735	Piperlongumine	1	2.95	5.6935	83.05	1.661	76.19	6.86
257	SU-86-86	41	MK-1775	0.3239	44.99	3.5992	Paclitaxel	0.0059	46.42	2.321	77.39	0.7739	70.53	6.86
251	MiaPaCa-2	41	IMD 0354	0.13	-4.96	20.7328	SN-38	0.0332	67.3	4.711	72.54	5.0778	65.68	6.86
257	SU-86-86	41	BRD-7389	0.6297	4.59	11.934	Simvastatin	4	59.93	2.3972	68.62	4.1172	61.77	6.85
260	PL45	41	ABT-199	1	-16.13	8.065	CMPD-1	0.845	43.63	4.7993	41.39	6.2085	34.54	6.85
260	PL45	41	BI-2536	0.0089	38.34	5.751	GDC-0941	1.1616	44.4	0.444	72.57	2.9028	65.72	6.85
260	PL45	41	5-fluorouracil	7.904	20.06	9.4282	GDC-0941	0.6	27.37	2.737	48.79	1.9516	41.94	6.85
260	PL45	41	CREBi1	0.9872	-11.58	8.106	MK-1775	1.3714	64.87	1.9461	67.65	2.0295	60.8	6.85
257	SU-86-86	41	Dovitinib	2.6008	20.89	3.3424	Piperlongumine	5	40.03	9.2069	59.4	0.594	52.56	6.84
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	JQ1	0.4894	28.26	7.065	52.03	1.5609	45.19	6.84
